,ISO,Year,S&P,Fitch,DBRS,Analyst,Moody's,OECD,Rating
0,ALB,2010,0.35,,,,,False,0.35
1,ALB,2013,0.3,,,,,False,0.3
2,ALB,2014,0.3,,,,,False,0.3
3,ALB,2016,0.35,,,,,False,0.35
0,AND,2003,0.85,,,,,False,0.85
1,AND,2004,0.9,,,,,False,0.9
2,AND,2007,0.9,,,,,False,0.9
3,AND,2008,0.85,,,,,False,0.85
4,AND,2009,0.8,,,,,False,0.8
5,AND,2010,0.75,,,,,False,0.75
6,AND,2012,0.7,,,,,False,0.7
7,AND,2014,0.65,,,,,False,0.65
8,AND,2015,0.5666666666666668,0.6,,,,False,0.5833333333333334
9,AND,2016,0.55,,,,,False,0.55
10,AND,2017,0.6,0.6,,,,False,0.6
11,AND,2018,,0.65,,,,False,0.65
12,AND,2019,0.6,,,,,False,0.6
13,AND,2020,0.6,,,,,False,0.6
0,AGO,2010,0.35,0.35,,,,False,0.35
1,AGO,2011,0.4,0.4,,,,False,0.4
2,AGO,2012,,0.4,,,,False,0.4
3,AGO,2014,,0.4,,,,False,0.4
4,AGO,2015,0.35,0.375,,,,False,0.3625
5,AGO,2016,0.3,0.32499999999999996,,,,False,0.3125
6,AGO,2017,0.25,,,,,False,0.25
7,AGO,2018,,0.3,,,,False,0.3
8,AGO,2019,0.25,0.3,,,,False,0.275
9,AGO,2020,0.2,0.2,,,,False,0.2
0,ARG,2000,0.42500000000000004,0.45,,,,False,0.4375
1,ARG,2001,0.3,0.22999999999999998,,,,False,0.265
2,ARG,2005,0.25,0.0,,,,False,0.125
3,ARG,2006,0.32499999999999996,,,,,False,0.32499999999999996
4,ARG,2007,,,0.25,,,False,
5,ARG,2008,0.3,,0.25,,,False,0.3
6,ARG,2010,0.3,0.3,0.25,,,False,0.3
7,ARG,2011,,,0.3,,,False,
8,ARG,2012,0.275,0.3,0.3,,,False,0.2875
9,ARG,2013,0.2,,0.25,,,False,0.2
10,ARG,2014,0.1,,0.2,,,False,0.1
11,ARG,2016,0.25,0.3,0.3,,,False,0.275
12,ARG,2017,0.32499999999999996,0.3,,,,False,0.3125
13,ARG,2018,0.32499999999999996,0.3,,,,False,0.3125
14,ARG,2019,0.175,0.15,,,,False,0.16249999999999998
15,ARG,2020,0.15000000000000002,0.1,0.15,,,False,0.125
0,ARM,2006,,0.4,,,,False,0.4
1,ARM,2007,,0.4,,,,False,0.4
2,ARM,2008,,0.45,,,,False,0.45
3,ARM,2009,,0.4,,,,False,0.4
4,ARM,2011,,0.4,,,,False,0.4
5,ARM,2015,,0.35,,,,False,0.35
6,ARM,2017,,0.35,,,,False,0.35
7,ARM,2019,,0.4,,0.0,,False,0.4
8,ARM,2020,,0.375,,,,False,0.375
0,ABW,2002,,0.6,,,,False,0.6
1,ABW,2003,,0.6,,,,False,0.6
2,ABW,2006,,0.6,,,,False,0.6
3,ABW,2010,0.7,,,,,False,0.7
4,ABW,2011,0.7,0.6,,,,False,0.6499999999999999
5,ABW,2012,0.7,,,,,False,0.7
6,ABW,2013,0.65,0.6,,,,False,0.625
7,ABW,2014,,0.55,,,,False,0.55
8,ABW,2016,0.65,,,,,False,0.65
9,ABW,2017,0.65,,,,,False,0.65
10,ABW,2018,0.65,0.55,,,,False,0.6000000000000001
11,ABW,2019,0.65,,,,,False,0.65
12,ABW,2020,0.65,0.45,,,,False,0.55
13,ABW,2021,0.6,0.45,,,,False,0.525
0,AUS,1957,0.6,,,,,True,0.6
1,AUS,1962,,,,,0.75,True,0.75
2,AUS,1975,1.0,,,,,True,1.0
3,AUS,1986,0.95,,,,,True,0.95
4,AUS,1989,0.925,,,,,True,0.925
5,AUS,1993,0.9,,,,,True,0.9
6,AUS,1996,0.9,0.9,,,,True,0.9
7,AUS,1998,,0.9,,,,True,0.9
8,AUS,1999,0.95,,,,,True,0.95
9,AUS,2000,,0.9,,,,True,0.9
10,AUS,2003,1.0,0.95,,,,True,0.975
11,AUS,2011,,1.0,,,,True,1.0
12,AUS,2014,,,1.0,,,True,
13,AUS,2016,1.0,,,,,True,1.0
14,AUS,2018,1.0,,,,,True,1.0
15,AUS,2020,1.0,1.0,,,,True,1.0
0,AUT,1975,1.0,,,,,True,1.0
1,AUT,1989,1.0,,,,,True,1.0
2,AUT,1994,,1.0,,,,True,1.0
3,AUT,2000,,1.0,,,,True,1.0
4,AUT,2011,1.0,,1.0,,,True,1.0
5,AUT,2012,0.95,,,,,True,0.95
6,AUT,2013,0.95,,,,,True,0.95
7,AUT,2015,,0.95,,,,True,0.95
8,AUT,2018,,0.95,,,,True,0.95
9,AUT,2020,,0.95,,,,True,0.95
0,AZE,2000,,0.35,,,,False,0.35
1,AZE,2001,,0.4,,,,False,0.4
2,AZE,2002,,0.4,,,,False,0.4
3,AZE,2004,,0.45,,,,False,0.45
4,AZE,2007,,0.5,,,,False,0.5
5,AZE,2008,0.5,,,,,False,0.5
6,AZE,2009,0.5,,,,,False,0.5
7,AZE,2010,,0.55,,,,False,0.55
8,AZE,2011,0.55,0.55,,,,False,0.55
9,AZE,2012,,0.55,,,,False,0.55
10,AZE,2015,0.55,,,,,False,0.55
11,AZE,2016,0.5,0.5,,,,False,0.5
12,AZE,2018,0.5,0.5,,,,False,0.5
13,AZE,2020,0.5,0.5,,,,False,0.5
14,AZE,2021,0.5,,,,,False,0.5
0,BHS,2003,0.7,,,,,False,0.7
1,BHS,2007,0.7,,,,,False,0.7
2,BHS,2008,0.7,,,,,False,0.7
3,BHS,2009,0.65,,,,,False,0.65
4,BHS,2011,0.6,,,,,False,0.6
5,BHS,2012,0.6,,,,,False,0.6
6,BHS,2015,0.575,,,,,False,0.575
7,BHS,2016,0.5,,,,,False,0.5
8,BHS,2020,0.45,,,,,False,0.45
0,BHR,2000,,0.55,,,,False,0.55
1,BHR,2001,,0.6,,,,False,0.6
2,BHR,2002,0.7,0.6,,,,False,0.6499999999999999
3,BHR,2003,0.7,0.7,,,,False,0.7
4,BHR,2006,0.75,0.7,,,,False,0.725
5,BHR,2007,,0.75,,,,False,0.75
6,BHR,2011,0.6333333333333333,0.65,,,,False,0.6416666666666666
7,BHR,2013,0.6,,,,,False,0.6
8,BHR,2014,0.6,0.6,,,,False,0.6
9,BHR,2015,0.55,0.55,,,,False,0.55
10,BHR,2016,0.42500000000000004,0.5,,,,False,0.4625
11,BHR,2017,0.375,0.5,,,,False,0.4375
12,BHR,2018,,0.4,,,,False,0.4
13,BHR,2019,0.35,,,,,False,0.35
14,BHR,2020,0.35,0.35,,,,False,0.35
0,BGD,2010,0.4,,,,,False,0.4
1,BGD,2014,,0.4,,,,False,0.4
0,BRB,1999,0.7,,,,,False,0.7
1,BRB,2003,0.7,,,,,False,0.7
2,BRB,2004,0.65,,,,,False,0.65
3,BRB,2005,0.65,,,,,False,0.65
4,BRB,2006,0.65,,,,,False,0.65
5,BRB,2009,0.6166666666666667,,,,,False,0.6166666666666667
6,BRB,2010,0.55,,,,,False,0.55
7,BRB,2011,0.55,,,,,False,0.55
8,BRB,2012,0.5,,,,,False,0.5
9,BRB,2013,0.45,,,,,False,0.45
10,BRB,2014,0.3,,,,,False,0.3
11,BRB,2016,0.25,,,,,False,0.25
12,BRB,2017,0.2,,,,,False,0.2
13,BRB,2019,0.25,,,,,False,0.25
14,BRB,2020,0.25,,,,,False,0.25
0,BLR,2007,0.35,,,,,False,0.35
1,BLR,2008,0.35,,,,,False,0.35
2,BLR,2011,0.2833333333333334,,,,,False,0.2833333333333334
3,BLR,2012,0.25,,,,,False,0.25
4,BLR,2013,0.25,,,,,False,0.25
5,BLR,2016,,0.25,,,,False,0.25
6,BLR,2017,0.3,0.25,,,,False,0.275
7,BLR,2018,,0.3,,,,False,0.3
8,BLR,2020,0.3,0.3,,,,False,0.3
0,BEL,1988,0.95,,,,,True,0.95
1,BEL,1989,0.95,,,,,True,0.95
2,BEL,1992,0.95,,,,,True,0.95
3,BEL,1994,,0.95,,,,True,0.95
4,BEL,1998,,0.85,,,,True,0.85
5,BEL,2000,,0.85,,,,True,0.85
6,BEL,2002,,0.9,,,,True,0.9
7,BEL,2006,,0.95,,,,True,0.95
8,BEL,2010,0.95,,,,,True,0.95
9,BEL,2011,0.9,0.95,0.95,,,True,0.925
10,BEL,2012,0.9,0.9,,,,True,0.9
11,BEL,2013,,0.9,,,,True,0.9
12,BEL,2014,0.9,0.9,0.95,,,True,0.9
13,BEL,2016,,0.85,,,,True,0.85
14,BEL,2020,,0.85,0.95,,,True,0.85
0,BLZ,2000,0.45,,,,,False,0.45
1,BLZ,2001,0.4,,,,,False,0.4
2,BLZ,2002,0.375,,,,,False,0.375
3,BLZ,2004,0.3,,,,,False,0.3
4,BLZ,2005,0.125,,,,,False,0.125
5,BLZ,2007,0.3,,,,,False,0.3
6,BLZ,2011,0.26666666666666666,,,,,False,0.26666666666666666
7,BLZ,2012,0.15000000000000002,,,,,False,0.15000000000000002
8,BLZ,2013,0.25,,,,,False,0.25
9,BLZ,2014,0.25,,,,,False,0.25
10,BLZ,2015,0.25,,,,,False,0.25
11,BLZ,2016,0.2,,,,,False,0.2
12,BLZ,2017,0.25,,,,,False,0.25
13,BLZ,2020,0.175,,,,,False,0.175
0,BEN,2004,,0.3,,,,False,0.3
1,BEN,2012,0.3,0.0,,,,False,0.15
2,BEN,2013,0.0,,,,,False,0.0
3,BEN,2018,0.35,,,,,False,0.35
4,BEN,2019,,0.3,,,,False,0.3
5,BEN,2020,,0.3,,,,False,0.3
6,BEN,2021,,0.3,,,,False,0.3
0,BMU,1994,,0.9,,,,False,0.9
1,BMU,2000,,0.9,,,,False,0.9
2,BMU,2006,,0.95,,,,False,0.95
3,BMU,2010,0.9,,,,,False,0.9
4,BMU,2011,0.85,0.95,,,,False,0.8999999999999999
5,BMU,2012,,0.9,,,,False,0.9
6,BMU,2013,0.85,0.85,,,,False,0.85
7,BMU,2014,,0.8,,,,False,0.8
8,BMU,2015,0.8,0.0,,,,False,0.4
9,BMU,2018,0.8,,,,,False,0.8
10,BMU,2020,0.8,,,,,False,0.8
0,BOL,2004,,0.25,,,,False,0.25
1,BOL,2005,,0.25,,,,False,0.25
2,BOL,2007,,0.25,,,,False,0.25
3,BOL,2009,,0.3,,,,False,0.3
4,BOL,2010,,0.35,,,,False,0.35
5,BOL,2011,0.35,0.35,,,,False,0.35
6,BOL,2012,0.4,0.4,,,,False,0.4
7,BOL,2014,0.45,0.4,,,,False,0.42500000000000004
8,BOL,2015,,0.45,,,,False,0.45
9,BOL,2016,,0.4,,,,False,0.4
10,BOL,2017,0.45,,,,,False,0.45
11,BOL,2018,0.4,,,,,False,0.4
12,BOL,2019,0.4,0.375,,,,False,0.3875
13,BOL,2020,0.35,0.3,,,,False,0.32499999999999996
14,BOL,2021,0.35,,,,,False,0.35
0,BIH,2008,0.35,,,,,False,0.35
1,BIH,2011,0.32499999999999996,,,,,False,0.32499999999999996
2,BIH,2012,0.3,,,,,False,0.3
3,BIH,2019,0.3,,,,,False,0.3
4,BIH,2020,0.3,,,,,False,0.3
0,BWA,2001,0.75,,,,,False,0.75
1,BWA,2009,0.75,,,,,False,0.75
2,BWA,2010,0.7,,,,,False,0.7
3,BWA,2016,0.7,,,,,False,0.7
4,BWA,2017,0.7,,,,,False,0.7
5,BWA,2020,0.65,,,,,False,0.65
0,BRA,1994,0.3,0.35,,,,False,0.32499999999999996
1,BRA,1995,0.35,,,,,False,0.35
2,BRA,1997,0.4,,,,,False,0.4
3,BRA,1998,0.4,,,,,False,0.4
4,BRA,1999,0.35,0.3,,,,False,0.32499999999999996
5,BRA,2000,0.35,0.3833333333333333,,,,False,0.36666666666666664
6,BRA,2001,0.4,0.4,,,,False,0.4
7,BRA,2002,0.35,0.3333333333333333,,,,False,0.3416666666666667
8,BRA,2003,0.35,0.31666666666666665,,,,False,0.3333333333333333
9,BRA,2004,0.4,0.4,,,,False,0.4
10,BRA,2005,0.4,0.4,,,,False,0.4
11,BRA,2006,0.45,0.45,0.45,,,False,0.45
12,BRA,2007,0.5,0.475,0.5,,,False,0.4875
13,BRA,2008,0.55,0.55,0.55,,,False,0.55
14,BRA,2010,,0.55,,,,False,0.55
15,BRA,2011,0.575,0.6,0.6,,,False,0.5874999999999999
16,BRA,2013,0.6,,,,,False,0.6
17,BRA,2014,0.55,,0.6,,,False,0.55
18,BRA,2015,0.525,0.5499999999999999,0.55,,,False,0.5375
19,BRA,2016,0.45,0.45,0.5,,,False,0.45
20,BRA,2017,0.45,,,,,False,0.45
21,BRA,2018,0.4,0.4,0.4,,,False,0.4
22,BRA,2019,0.4,,,,,False,0.4
23,BRA,2020,0.4,0.4,,,,False,0.4
0,BGR,1998,0.3,0.35,,,,False,0.32499999999999996
1,BGR,2000,0.35,0.35,,,,False,0.35
2,BGR,2001,0.4,,,,,False,0.4
3,BGR,2002,0.45,0.42500000000000004,,,,False,0.4375
4,BGR,2003,0.5,0.5,,,,False,0.5
5,BGR,2004,0.55,0.55,,,,False,0.55
6,BGR,2005,0.575,0.6,,,,False,0.5874999999999999
7,BGR,2006,0.65,,,,,False,0.65
8,BGR,2008,0.625,0.575,,,,False,0.6
9,BGR,2009,0.6,0.55,,,,False,0.575
10,BGR,2011,,0.55,,,,False,0.55
11,BGR,2013,0.6,,,,,False,0.6
12,BGR,2014,0.525,0.55,,,,False,0.5375000000000001
13,BGR,2017,0.525,0.575,,,,False,0.55
14,BGR,2018,0.55,,,,,False,0.55
15,BGR,2019,0.6,0.6,,,,False,0.6
16,BGR,2020,0.6,0.6,,,,False,0.6
17,BGR,2021,,0.6,,,,False,0.6
0,BFA,2004,0.3,,,,,False,0.3
1,BFA,2006,0.3,,,,,False,0.3
2,BFA,2008,0.3,,,,,False,0.3
3,BFA,2014,0.275,,,,,False,0.275
4,BFA,2016,0.25,,,,,False,0.25
5,BFA,2017,0.3,,,,,False,0.3
0,KHM,2012,0.3,,,,,False,0.3
1,KHM,2014,0.0,,,,,False,0.0
0,CMR,2003,0.3,0.3,,,,False,0.3
1,CMR,2004,0.15,0.3,,,,False,0.22499999999999998
2,CMR,2005,,0.25,,,,False,0.25
3,CMR,2006,0.25,0.3,,,,False,0.275
4,CMR,2007,0.3,,,,,False,0.3
5,CMR,2011,,0.3,,,,False,0.3
6,CMR,2019,0.3,,,,,False,0.3
7,CMR,2020,0.25,0.3,,,,False,0.275
8,CMR,2021,,0.3,,,,False,0.3
0,CAN,1949,0.9,,,,,True,0.9
1,CAN,1951,1.0,,,,,True,1.0
2,CAN,1987,,,1.0,,,True,
3,CAN,1989,1.0,,,,,True,1.0
4,CAN,1992,0.95,,,,,True,0.95
5,CAN,1993,,,1.0,,,True,
6,CAN,1994,,0.9,0.95,,,True,0.9
7,CAN,1995,0.95,,0.95,,,True,0.95
8,CAN,1997,0.95,,0.95,,,True,0.95
9,CAN,2000,,0.9,,,,True,0.9
10,CAN,2001,,0.95,,,,True,0.95
11,CAN,2002,1.0,0.95,1.0,,,True,0.975
12,CAN,2004,,1.0,,,,True,1.0
13,CAN,2020,,0.95,,,,True,0.95
0,CPV,2003,,0.35,,,,False,0.35
1,CPV,2008,0.35,0.35,,,,False,0.35
2,CPV,2009,0.35,0.35,,,,False,0.35
3,CPV,2011,0.35,0.35,,,,False,0.35
4,CPV,2013,0.32499999999999996,0.35,,,,False,0.33749999999999997
5,CPV,2014,,0.3,,,,False,0.3
6,CPV,2016,0.3,,,,,False,0.3
7,CPV,2017,0.3,,,,,False,0.3
8,CPV,2019,,0.3,,,,False,0.3
9,CPV,2020,0.3,0.25,,,,False,0.275
10,CPV,2021,0.25,,,,,False,0.25
0,CHL,1992,0.6,,,,,True,0.6
1,CHL,1993,0.65,,,,,True,0.65
2,CHL,1994,,0.65,,,,True,0.65
3,CHL,1995,0.7,0.7,,,,True,0.7
4,CHL,2000,,0.7,,,,True,0.7
5,CHL,2002,0.7,,,,,True,0.7
6,CHL,2003,,0.7,,,,True,0.7
7,CHL,2004,0.75,0.7,,,,True,0.725
8,CHL,2005,,0.75,,,,True,0.75
9,CHL,2006,0.75,,0.8,,,True,0.75
10,CHL,2007,0.8,0.75,,,,True,0.775
11,CHL,2008,,0.75,,,,True,0.75
12,CHL,2010,0.8,,,,,True,0.8
13,CHL,2011,,0.8,0.8,,,True,0.8
14,CHL,2012,0.85,,,,,True,0.85
15,CHL,2013,,,0.85,,,True,
16,CHL,2016,,0.8,,,,True,0.8
17,CHL,2017,0.825,0.75,0.0,,,True,0.7875
18,CHL,2020,0.8,0.725,,,,True,0.7625
19,CHL,2021,0.75,,,,,True,0.75
0,CHN,1992,0.6,,,,,False,0.6
1,CHN,1993,0.6,,,,,False,0.6
2,CHN,1997,0.65,0.7,,,,False,0.675
3,CHN,1998,0.65,,,,,False,0.65
4,CHN,1999,0.6,,,,,False,0.6
5,CHN,2000,,0.7,,,,False,0.7
6,CHN,2003,0.6,0.7,,,,False,0.6499999999999999
7,CHN,2004,0.65,,,,,False,0.65
8,CHN,2005,0.7,0.75,,,,False,0.725
9,CHN,2006,0.75,0.75,,,,False,0.75
10,CHN,2007,0.75,0.8,,,,False,0.775
11,CHN,2008,0.8,,,,,False,0.8
12,CHN,2010,0.85,,,,,False,0.85
13,CHN,2014,,,0.8,,,False,
14,CHN,2016,0.85,,,,,False,0.85
15,CHN,2017,0.8,,,,,False,0.8
16,CHN,2019,,,0.8,,,False,
17,CHN,2020,,,0.8,,,False,
0,COL,1993,0.55,,,,,True,0.55
1,COL,1994,0.55,0.6,,,,True,0.575
2,COL,1997,0.55,,,,,True,0.55
3,COL,1999,0.525,,,,,True,0.525
4,COL,2000,0.475,0.5,,,,True,0.4875
5,COL,2002,,0.45,,,,True,0.45
6,COL,2003,0.45,,,,,True,0.45
7,COL,2004,,0.45,,,,True,0.45
8,COL,2006,0.45,0.45,0.5,,,True,0.45
9,COL,2007,0.5,0.5,,,,True,0.5
10,COL,2008,,,0.5,,,True,
11,COL,2009,,,0.55,,,True,
12,COL,2010,0.5,0.5,,,,True,0.5
13,COL,2011,0.55,0.55,,,,True,0.55
14,COL,2012,0.55,,0.55,,,True,0.55
15,COL,2013,0.6,0.5833333333333334,0.6,,,True,0.5916666666666667
16,COL,2016,0.6,0.6,,,,True,0.6
17,COL,2017,0.55,0.6,,,,True,0.575
18,COL,2019,,0.6,,,,True,0.6
19,COL,2020,0.55,0.55,0.6,,,True,0.55
0,COG,2013,0.25,,,,,False,0.25
1,COG,2016,0.25,,,,,False,0.25
2,COG,2017,0.2,,,,,False,0.2
3,COG,2019,0.2,,,,,False,0.2
4,COG,2020,0.2,,,,,False,0.2
0,CRI,1997,0.45,,,,,False,0.45
1,CRI,1998,,0.45,,,,False,0.45
2,CRI,2000,0.45,0.45,,,,False,0.45
3,CRI,2002,0.45,,,,,False,0.45
4,CRI,2003,0.45,0.45,,,,False,0.45
5,CRI,2005,0.45,,,,,False,0.45
6,CRI,2006,,0.45,,,,False,0.45
7,CRI,2008,0.45,,,,,False,0.45
8,CRI,2011,,0.5,,,,False,0.5
9,CRI,2015,,0.5,,,,False,0.5
10,CRI,2016,0.4,,,,,False,0.4
11,CRI,2017,,0.45,,,,False,0.45
12,CRI,2018,0.35,0.45,,,,False,0.4
13,CRI,2019,,0.35,,,,False,0.35
14,CRI,2020,0.3,0.3,,,,False,0.3
0,HRV,1997,0.55,0.55,,,,False,0.55
1,HRV,1999,0.55,0.5,,,,False,0.525
2,HRV,2000,,0.5,,,,False,0.5
3,HRV,2001,0.55,0.55,,,,False,0.55
4,HRV,2003,,0.55,,,,False,0.55
5,HRV,2004,0.575,,,,,False,0.575
6,HRV,2005,,0.55,,,,False,0.55
7,HRV,2008,0.6,,,,,False,0.6
8,HRV,2009,,0.55,,,,False,0.55
9,HRV,2010,0.55,,,,,False,0.55
10,HRV,2012,0.5,0.55,,,,False,0.525
11,HRV,2013,0.5,0.5,,,,False,0.5
12,HRV,2014,0.45,0.4666666666666666,,,,False,0.4583333333333333
13,HRV,2015,0.45,0.45,,,,False,0.45
14,HRV,2016,0.45,,,,,False,0.45
15,HRV,2017,0.45,0.45,,,,False,0.45
16,HRV,2018,0.5,0.5,,,,False,0.5
17,HRV,2019,0.55,0.55,,,,False,0.55
18,HRV,2020,,0.55,,,,False,0.55
0,CYP,1994,0.85,,,,,False,0.85
1,CYP,1998,0.8,,,,,False,0.8
2,CYP,1999,0.75,,,,,False,0.75
3,CYP,2002,,0.8,,,,False,0.8
4,CYP,2003,,0.8,,,,False,0.8
5,CYP,2007,0.75,0.85,,,,False,0.8
6,CYP,2008,0.8,,,,,False,0.8
7,CYP,2010,0.775,,,,,False,0.775
8,CYP,2011,0.6499999999999999,0.7166666666666667,,,,False,0.6833333333333333
9,CYP,2012,0.3625,0.4833333333333334,,,,False,0.4229166666666667
10,CYP,2013,0.1875,0.2833333333333334,0.15,,,False,0.2354166666666667
11,CYP,2014,0.32499999999999996,0.25,0.25,,,False,0.2875
12,CYP,2015,0.375,0.35,0.3,,,False,0.3625
13,CYP,2016,0.45,0.4,0.3,,,False,0.42500000000000004
14,CYP,2017,0.5,0.45,0.4,,,False,0.475
15,CYP,2018,0.55,0.525,0.5,,,False,0.5375000000000001
16,CYP,2019,,0.55,0.55,,,False,0.55
17,CYP,2020,,0.55,0.55,,,False,0.55
0,CZE,1993,0.6,,,,,True,0.6
1,CZE,1994,0.65,,,,,True,0.65
2,CZE,1995,0.75,0.7,,,,True,0.725
3,CZE,1997,,0.65,,,,True,0.65
4,CZE,1998,0.7,,,,,True,0.7
5,CZE,2000,,0.65,,,,True,0.65
6,CZE,2003,,0.7,,,,True,0.7
7,CZE,2005,0.7,0.75,,,,True,0.725
8,CZE,2007,0.75,,,,,True,0.75
9,CZE,2008,,0.8,,,,True,0.8
10,CZE,2010,0.75,0.8,,,,True,0.775
11,CZE,2011,0.85,0.8,,,,True,0.825
12,CZE,2017,,0.8,,,,True,0.8
13,CZE,2018,,0.85,,,,True,0.85
0,DNK,1981,1.0,,,,,True,1.0
1,DNK,1983,0.95,,,,,True,0.95
2,DNK,1987,0.9,,,,,True,0.9
3,DNK,1989,0.9,,,,,True,0.9
4,DNK,1990,0.9,,,,,True,0.9
5,DNK,1991,0.95,,,,,True,0.95
6,DNK,1994,,0.95,,,,True,0.95
7,DNK,1998,0.95,,,,,True,0.95
8,DNK,2000,,0.95,,,,True,0.95
9,DNK,2001,1.0,,,,,True,1.0
10,DNK,2002,,0.95,,,,True,0.95
11,DNK,2003,,1.0,,,,True,1.0
12,DNK,2012,,,1.0,,,True,
0,DOM,2003,,0.3333333333333333,,,,False,0.3333333333333333
1,DOM,2004,,0.2,,,,False,0.2
2,DOM,2005,,0.15,,,,False,0.15
3,DOM,2006,,0.3,,,,False,0.3
4,DOM,2008,,0.3,,,,False,0.3
5,DOM,2011,0.35,0.3,,,,False,0.32499999999999996
6,DOM,2012,,0.3,,,,False,0.3
7,DOM,2014,,0.35,,,,False,0.35
8,DOM,2015,0.4,0.35,,,,False,0.375
9,DOM,2016,,0.4,,,,False,0.4
10,DOM,2020,0.4,0.4,,,,False,0.4
0,ECU,2000,0.25,,,,,False,0.25
1,ECU,2001,0.2,,,,,False,0.2
2,ECU,2002,,0.2,,,,False,0.2
3,ECU,2003,0.2,0.2,,,,False,0.2
4,ECU,2004,,0.25,,,,False,0.25
5,ECU,2005,0.22000000000000003,0.25,,,,False,0.23500000000000001
6,ECU,2007,0.2,0.15,,,,False,0.175
7,ECU,2008,0.1,0.15,,,,False,0.125
8,ECU,2009,0.2,0.15,,,,False,0.175
9,ECU,2010,0.25,0.25,,,,False,0.25
10,ECU,2011,0.25,,,,,False,0.25
11,ECU,2012,0.3,0.25,,,,False,0.275
12,ECU,2013,0.3,0.3,,,,False,0.3
13,ECU,2014,0.35,,,,,False,0.35
14,ECU,2015,0.3,,,,,False,0.3
15,ECU,2016,,0.3,,,,False,0.3
16,ECU,2017,0.25,,,,,False,0.25
17,ECU,2018,,0.25,,,,False,0.25
18,ECU,2019,,0.25,,,,False,0.25
19,ECU,2020,0.175,0.15,,,,False,0.16249999999999998
0,EGY,1997,0.55,0.55,,,,False,0.55
1,EGY,2000,0.55,0.55,,,,False,0.55
2,EGY,2002,0.5,0.525,,,,False,0.5125
3,EGY,2003,0.5,,,,,False,0.5
4,EGY,2005,0.5,,,,,False,0.5
5,EGY,2007,,0.5,,,,False,0.5
6,EGY,2008,,0.5,,,,False,0.5
7,EGY,2011,0.4125,0.45,,,,False,0.43125
8,EGY,2012,0.28750000000000003,0.35,,,,False,0.31875
9,EGY,2013,0.225,0.275,,,,False,0.25
10,EGY,2014,,0.2833333333333333,,,,False,0.2833333333333333
11,EGY,2015,0.25,,,,,False,0.25
12,EGY,2016,0.25,,,,,False,0.25
13,EGY,2017,0.25,,,,,False,0.25
14,EGY,2018,0.3,0.3,,,,False,0.3
15,EGY,2019,,0.35,,,,False,0.35
0,SLV,1996,0.45,0.45,,,,False,0.45
1,SLV,1998,,0.5,,,,False,0.5
2,SLV,1999,0.5,,,,,False,0.5
3,SLV,2000,,0.5,,,,False,0.5
4,SLV,2002,,0.5,,,,False,0.5
5,SLV,2005,,0.5,,,,False,0.5
6,SLV,2008,0.5,0.5,,,,False,0.5
7,SLV,2009,0.45,0.45,,,,False,0.45
8,SLV,2011,0.4,0.45,,,,False,0.42500000000000004
9,SLV,2012,0.4,0.45,,,,False,0.42500000000000004
10,SLV,2013,,0.4,,,,False,0.4
11,SLV,2014,0.35,,,,,False,0.35
12,SLV,2015,,0.35,,,,False,0.35
13,SLV,2016,0.3,,,,,False,0.3
14,SLV,2017,0.16666666666666666,0.2333333333333333,,,,False,0.19999999999999998
15,SLV,2018,0.25,,,,,False,0.25
16,SLV,2020,,0.25,,,,False,0.25
0,EST,1997,0.65,0.6,,,,True,0.625
1,EST,2000,0.65,0.625,,,,True,0.6375
2,EST,2001,0.7,0.675,,,,True,0.6875
3,EST,2003,0.7,0.7,,,,True,0.7
4,EST,2004,0.75,0.75,,,,True,0.75
5,EST,2005,0.75,,,,,True,0.75
6,EST,2006,0.75,0.75,,,,True,0.75
7,EST,2007,0.75,,,,,True,0.75
8,EST,2008,,0.725,,,,True,0.725
9,EST,2009,0.7333333333333334,0.65,,,,True,0.6916666666666667
10,EST,2010,0.725,0.6833333333333332,,,,True,0.7041666666666666
11,EST,2011,0.8166666666666668,0.8,,,,True,0.8083333333333333
12,EST,2012,0.85,,,,,True,0.85
13,EST,2017,,0.8,0.85,,,True,0.8
14,EST,2018,,0.85,,,,True,0.85
15,EST,2020,0.85,,,,,True,0.85
0,ETH,2014,0.3,0.3,,,,False,0.3
1,ETH,2019,,0.3,,,,False,0.3
2,ETH,2020,0.3,,,,,False,0.3
3,ETH,2021,0.25,0.15,,,,False,0.2
