ISO,Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Rule of Law,Government Size,Regulatory Efficiency,Open Markets
COG,2005,46.2,30,22,,60.2,62.2,,55,43.9,80.1,49,30,30,,,59.6666666666667,36.3333333333333
COG,2006,43.8,10,23,,51,73.5,,47.4,45,78.5,49.4,30,30,,,56.9666666666667,36.4666666666667
COG,2007,44.4,10,23,,59.8,75.5,,47.3,45,74.5,49.4,30,30,,,55.6,36.4666666666667
COG,2008,45.3,10,22,,60.1,83.1,,45.4,45.2,73,54.6,30,30,,,54.5333333333333,38.2
COG,2009,45.4,10,21,,60.2,77.6,,50.1,45.6,73.9,55.4,30,30,,,56.5333333333333,38.4666666666667
COG,2010,43.2,10,19,,60.3,69.3,,48.7,48.1,70.8,61,15,30,,,55.8666666666667,35.3333333333333
COG,2011,43.6,10,19,,61.8,79.7,,40.8,42.3,71.4,61,20,30,,,51.5,37
COG,2012,43.8,10,21,,61.3,78,,40.6,45.7,71,60.7,20,30,,,52.4333333333333,36.9
COG,2013,43.5,10,22,,61.4,80.3,,31.5,44.8,74.3,60.7,20,30,,,50.2,36.9
COG,2014,43.7,10,20.6,,67.5,79.6,,35.1,47,72,55.6,20,30,,,51.3666666666667,35.2
COG,2015,42.7,10,22,,67.4,60.7,,36.8,36,71.6,62.4,30,30,,,48.1333333333333,40.8
COG,2016,42.8,10,23,,66.9,55.8,,35.9,38.8,75.6,52,40,30,,,50.1,40.6666666666667
COG,2017,40,34.8,30.5,22.6,66.8,36.2,11.6,32.1,37.5,76.1,52.2,50,30,29.3,38.2,48.5666666666667,44.0666666666667
COG,2018,38.9,32.4,24.6,28.2,60.8,33.4,6.2,31.3,34.1,73.8,61.9,50,30,28.4,33.4666666666667,46.4,47.3
COG,2019,39.7,33.2,25.3,29.6,59.5,40.6,0,38.2,35.8,82.6,56.8,45,30,29.3666666666667,33.3666666666667,52.2,43.9333333333333
COG,2020,41.8,40.7,23.1,30,63.3,56.2,0.6,37.5,35.3,83.2,56.8,45,30,31.2666666666667,40.0333333333333,52,43.9333333333333
COG,2021,50.7,32.2,23.5,25.7,80.4,84,81.8,36.6,36.6,86.5,56.4,35,30,27.1333333333333,82.0666666666667,53.2333333333333,40.4666666666667
COL,1995,64.5,50,10,,80.5,86,,85,,63.7,65,70,70,,,,68.3333333333333
COL,1996,64.3,50,10,,80.4,99.2,,70,,64.1,65,70,70,,,,68.3333333333333
COL,1997,66.4,50,34,,77.3,99.3,,70,,65.4,61,70,70,,,,67
COL,1998,65.5,50,27,,76.2,99.1,,70,,66.2,61,70,70,,,,67
COL,1999,65.3,50,22,,75.9,98.9,,70,,67.3,63.2,70,70,,,,67.7333333333333
COL,2000,63.3,50,22,,72.4,84.1,,70,,67.6,63.8,70,70,,,,67.9333333333333
COL,2001,65.6,50,29,,72.4,88,,70,,71.7,69.2,70,70,,,,69.7333333333333
COL,2002,64.2,30,32,,72.6,89.2,,70,,74.5,69.8,70,70,,,,69.9333333333333
COL,2003,64.2,30,38,,72.5,87.6,,70,,76.5,63,70,70,,,,67.6666666666667
COL,2004,61.2,30,36,,66.7,66.9,,70,,78.3,63,70,70,,,,67.6666666666667
COL,2005,59.6,30,37,,66.7,66.3,,70,62.8,78.3,64.8,50,70,,,70.3666666666667,61.6
COL,2006,60.4,30,38,,66.6,68.3,,72.1,63.8,79.2,65.8,50,70,,,71.7,61.9333333333333
COL,2007,59.9,30,40,,71.7,70.2,,71.8,63.5,70.3,71.4,50,60,,,68.5333333333333,60.4666666666667
COL,2008,62.2,40,39,,72.8,71.2,,72.5,63.9,71.4,70.8,60,60,,,69.2666666666667,63.6
COL,2009,62.3,40,38,,72.9,65.9,,77.4,66,70.6,72.4,60,60,,,71.3333333333333,64.1333333333333
COL,2010,65.5,50,38,,74.3,74.8,,83.6,72.7,74,72.5,55,60,,,76.7666666666667,62.5
COL,2011,68,50,37,,74.5,78.9,,86.1,79.3,75.8,73.2,65,60,,,80.4,66.0666666666667
COL,2012,68,50,35,,76,74.1,,89.4,79.7,78.7,72.2,65,60,,,82.6,65.7333333333333
COL,2013,69.6,50,34,,76.1,75.2,,90.2,79.3,78.7,72.2,70,70,,,82.7333333333333,70.7333333333333
COL,2014,70.7,50,33.2,,80.6,74.9,,85.2,80.5,78.8,78.8,75,70,,,81.5,74.6
COL,2015,71.7,50,36,,80.3,76,,81.5,81.7,80.1,81.2,80,70,,,81.1,77.0666666666667
COL,2016,70.8,50,37,,80.1,74.4,,78.2,77.6,79.6,81,80,70,,,78.4666666666667,77
COL,2017,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77,81.6,80,70,42.8666666666667,81.3666666666667,77.3333333333333,77.2
COL,2018,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80,70,43.5,78.9666666666667,75.9,77.2
COL,2019,67.3,59.2,33.5,34.3,74.3,75,79.2,71.4,78.5,75.6,76,80,70,42.3333333333333,76.1666666666667,75.1666666666667,75.3333333333333
COL,2020,69.2,61.1,46.1,32.8,70.4,77,85.5,71.3,78,77.5,81.2,80,70,46.6666666666667,77.6333333333334,75.6,77.0666666666667
COL,2021,68.1,59.8,49.7,36.4,69.7,69.3,78.9,71,77.7,78.1,77,80,70,48.6333333333333,72.6333333333334,75.6,75.6666666666667
COM,1995,,,,,,,,,,,,,,,,,
COM,1996,,,,,,,,,,,,,,,,,
COM,1997,,,,,,,,,,,,,,,,,
COM,1998,,,,,,,,,,,,,,,,,
COM,1999,,,,,,,,,,,,,,,,,
COM,2000,,,,,,,,,,,,,,,,,
COM,2001,,,,,,,,,,,,,,,,,
COM,2002,,,,,,,,,,,,,,,,,
COM,2003,,,,,,,,,,,,,,,,,
COM,2004,,,,,,,,,,,,,,,,,
COM,2005,,,,,,,,,,,,,,,,,
COM,2006,,,,,,,,,,,,,,,,,
COM,2007,,,,,,,,,,,,,,,,,
COM,2008,,,,,,,,,,,,,,,,,
COM,2009,43.3,30,26,,64.6,88.1,,46.5,31.8,78.9,27.2,20,20,,,52.4,22.4
COM,2010,44.9,30,25,,65,85.1,,43.7,31.4,76.4,62.4,10,20,,,50.5,30.8
COM,2011,43.8,30,23,,64.8,77.8,,42.9,30.7,76.2,62.4,10,20,,,49.9333333333333,30.8
COM,2012,45.7,30,21,,64.9,85.3,,41.5,31.2,78.3,69.4,15,20,,,50.3333333333333,34.8
COM,2013,47.5,30,24,,64.7,82.4,,44.7,51.2,74.6,68.8,15,20,,,56.8333333333333,34.6
COM,2014,51.4,30,22.1,,64.5,85.3,,49.4,50.1,74.5,72.7,35,30,,,58,45.9
COM,2015,52.1,30,28,,64.5,78.8,,47.3,52,77.9,73,40,30,,,59.0666666666667,47.6666666666667
COM,2016,52.4,30,26,,64.5,81,,49.6,51,79.4,72,40,30,,,60,47.3333333333333
COM,2017,55.8,37.3,30,22.6,64.6,81.2,98.6,58.5,50.6,81.5,70.2,45,30,29.9666666666667,81.4666666666667,63.5333333333333,48.4
COM,2018,56.2,36.7,27.5,28.2,59.7,77.8,96.6,57.5,58.7,81.2,74.9,45,30,30.8,78.0333333333333,65.8,49.9666666666667
COM,2019,55.4,36.5,24.4,29.6,63.9,73.4,91.7,57.2,60.3,82.8,70,45,30,30.1666666666667,76.3333333333334,66.7666666666667,48.3333333333333
COM,2020,53.7,43.1,23.8,31.7,63.6,73.6,85,47.8,60.3,81.7,59.2,45,30,32.8666666666667,74.0666666666667,63.2666666666667,44.7333333333333
COM,2021,55.7,34,23.6,28.2,63.5,91.6,97.3,48.5,60.4,79.7,66.2,45,30,28.6,84.1333333333333,62.8666666666667,47.0666666666667
CPV,1995,,,,,,,,,,,,,,,,,
CPV,1996,49.7,70,30,,64.3,30.9,,55,,72.3,45,70,10,,,,41.6666666666667
CPV,1997,47.7,70,30,,63.6,17,,55,,68.3,45,70,10,,,,41.6666666666667
CPV,1998,48,70,30,,63.5,19.8,,55,,69,45,70,10,,,,41.6666666666667
CPV,1999,50.7,70,30,,64.7,44.8,,55,,67.2,45,70,10,,,,41.6666666666667
CPV,2000,51.9,70,30,,65,52,,55,,70.1,45,70,10,,,,41.6666666666667
CPV,2001,56.3,70,30,,64.9,61.1,,70,,71.2,39.4,70,30,,,,46.4666666666667
CPV,2002,57.6,50,30,,64.5,49.6,,70,,87.2,46.8,70,50,,,,55.6
CPV,2003,56.1,50,30,,64.2,36.5,,85,,81.1,58.4,50,50,,,,52.8
CPV,2004,58.1,50,30,,64,69.7,,85,,86.4,38,50,50,,,,46
CPV,2005,57.8,50,30,,81.2,64.5,,85,56.9,87.1,23,50,50,,,76.3333333333333,41
CPV,2006,58.6,70,30,,77.1,71,,55.7,57,89.3,36.2,50,50,,,67.3333333333333,45.4
CPV,2007,56.5,70,30,,67,56.5,,55.7,56.4,88.1,41.2,50,50,,,66.7333333333333,47.0666666666667
CPV,2008,57.9,70,40,,66.2,60.5,,55.3,56.7,78.7,41.2,60,50,,,63.5666666666667,50.4
CPV,2009,61.3,70,49,,65.5,62.2,,57.1,46.9,76.9,65.4,60,60,,,60.3,61.8
CPV,2010,61.8,65,51,,65.6,65.3,,63.3,48.1,74.5,65.5,60,60,,,61.9666666666667,61.8333333333333
CPV,2011,64.6,65,51,,77.3,71,,64.8,50,79.2,67.6,60,60,,,64.6666666666667,62.5333333333333
CPV,2012,63.5,65,51,,77.3,61.8,,59,48.5,80.5,66.9,65,60,,,62.6666666666667,63.9666666666667
CPV,2013,63.7,70,55,,77.9,65.4,,58.9,40.3,78,66.9,65,60,,,59.0666666666667,63.9666666666667
CPV,2014,66.1,70,54.9,,77.4,68.6,,63.8,48,79.1,69.6,70,60,,,63.6333333333333,66.5333333333333
CPV,2015,66.4,75,58,,78.3,67.9,,61.8,42.1,81,69.6,70,60,,,61.6333333333333,66.5333333333333
CPV,2016,66.5,75,57,,78.1,66.9,,61.3,43.6,84.5,68.2,70,60,,,63.1333333333333,66.0666666666667
CPV,2017,56.9,42.6,41.8,50.2,78.3,70.7,1.2,65.5,43.2,86.7,68.2,75,60,44.8666666666667,50.0666666666667,65.1333333333334,67.7333333333333
CPV,2018,60,42.1,42.8,52,74,71.5,40.2,64.6,40.5,83.5,68.2,80,60,45.6333333333333,61.9,62.8666666666667,69.4
CPV,2019,63.1,44.1,43.7,49,76.4,71.2,59.7,65.2,55.7,84.1,68.2,80,60,45.6,69.1,68.3333333333333,69.4
CPV,2020,63.6,47.5,46.1,48,77.7,71.7,66.2,58.5,55.6,83.1,68.2,80,60,47.2,71.8666666666667,65.7333333333333,69.4
CPV,2021,63.8,44.5,48.7,47.5,77.9,70.7,69.7,60.6,55.2,83.3,68,80,60,46.9,72.7666666666667,66.3666666666667,69.3333333333333
CRI,1995,68,50,50,,82.6,90.8,,70,,70.9,78,70,50,,,,66
CRI,1996,66.4,50,50,,82.5,90.5,,70,,71.9,63,70,50,,,,61
CRI,1997,65.6,50,50,,82.7,87.9,,70,,67,63,70,50,,,,61
CRI,1998,65.6,50,50,,82.4,87,,70,,67.7,63,70,50,,,,61
CRI,1999,67.4,50,65,,83.2,85.9,,70,,70.4,63,70,50,,,,61
CRI,2000,68.4,50,56,,83.2,88,,70,,72.5,75.6,70,50,,,,65.2
CRI,2001,67.6,50,51,,83.2,88,,70,,74.3,71.8,70,50,,,,63.9333333333333
CRI,2002,67.5,50,54,,83.3,85.5,,70,,74.2,71,70,50,,,,63.6666666666667
CRI,2003,67,50,45,,83.2,83.6,,70,,74,77.6,70,50,,,,65.8666666666667
CRI,2004,66.4,50,45,,83,78.1,,70,,75.1,76.4,70,50,,,,65.4666666666667
CRI,2005,66.1,50,43,,83,84.7,,70,61.1,75.5,73.4,70,50,,,68.8666666666667,64.4666666666667
CRI,2006,65.9,50,49,,83,85.2,,59.4,61.2,73.7,77.4,70,50,,,64.7666666666667,65.8
CRI,2007,64,50,42,,83,86.4,,59,60.1,67.1,82.4,70,40,,,62.0666666666667,64.1333333333333
CRI,2008,64.2,50,41,,82.9,87.4,,60,61.2,67.9,81.8,70,40,,,63.0333333333334,63.9333333333333
CRI,2009,66.4,50,50,,82.8,88.4,,60.3,61.2,69.7,81.8,70,50,,,63.7333333333333,67.2666666666667
CRI,2010,65.9,50,51,,82.4,87,,59.3,59,67.8,82.5,70,50,,,62.0333333333333,67.5
CRI,2011,67.3,55,53,,82.3,86.9,,58.2,62.1,70.7,85.2,70,50,,,63.6666666666667,68.4
CRI,2012,68,55,53,,82.8,90.8,,57.6,62.7,73.4,85.1,70,50,,,64.5666666666667,68.3666666666667
CRI,2013,67,50,48,,82.9,90.1,,58.3,60.4,75.4,85.1,70,50,,,64.7,68.3666666666667
CRI,2014,66.9,50,50.9,,80,90,,64.9,53.3,76.3,83.8,70,50,,,64.8333333333333,67.9333333333333
CRI,2015,67.2,50,53,,80,89.9,,64.5,54.6,75.8,83.8,70,50,,,64.9666666666667,67.9333333333333
CRI,2016,67.4,50,54,,79.4,88.7,,68.6,53.8,77.6,81.6,70,50,,,66.6666666666667,67.2
CRI,2017,65,51.6,55.4,55.6,79.4,88.5,42.4,68.1,53.9,80.8,84.7,70,50,54.2,70.1,67.6,68.2333333333333
CRI,2018,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85,84.7,70,50,54.8,71.6666666666667,67.8666666666667,68.2333333333333
CRI,2019,65.3,58.3,54.5,54,79.2,88.4,42.5,67.2,55.2,83.2,81.4,70,50,55.6,70.0333333333333,68.5333333333333,67.1333333333334
CRI,2020,65.8,66.7,57.2,54.4,78.9,88.4,39.7,66.5,55,81.2,81.4,70,50,59.4333333333333,69,67.5666666666667,67.1333333333334
CRI,2021,64.2,64,59,58.1,79.9,87.7,24.3,66.2,55.5,80.9,75,70,50,60.3666666666667,63.9666666666667,67.5333333333333,65
CUB,1995,27.8,10,10,,47.6,0,,40,,62.9,60,10,10,,,,26.6666666666667
CUB,1996,27.8,10,10,,47.6,0,,40,,62.9,60,10,10,,,,26.6666666666667
CUB,1997,27.8,10,10,,47.6,0,,40,,62.9,60,10,10,,,,26.6666666666667
CUB,1998,28.2,10,10,,47.6,0,,40,,65.4,60.6,10,10,,,,26.8666666666667
CUB,1999,29.7,10,10,,47.6,10.2,,40,,69.2,60.6,10,10,,,,26.8666666666667
CUB,2000,31.3,10,10,,47.6,0,,40,,73.2,60.6,30,10,,,,33.5333333333333
CUB,2001,31.6,10,10,,46.5,0,,40,,77,60.6,30,10,,,,33.5333333333333
CUB,2002,32.4,10,10,,46.5,12.5,,40,,72,60.6,30,10,,,,33.5333333333333
CUB,2003,35.1,10,10,,50.9,18.3,,55,,68.3,63.8,30,10,,,,34.6
CUB,2004,34.4,10,10,,49.9,14.8,,55,,66.4,63.6,30,10,,,,34.5333333333333
CUB,2005,35.5,10,46,,46.7,5.9,,55,20,70.6,61.2,30,10,,,48.5333333333333,33.7333333333333
CUB,2006,29.3,10,37,,44.2,0,,10,20,71.5,60.2,30,10,,,33.8333333333333,33.4
CUB,2007,28.6,10,38,,51.7,10,,10,20,65.8,60.2,10,10,,,31.9333333333333,26.7333333333333
CUB,2008,27.5,10,35,,54.8,0,,10,20,64.6,60.8,10,10,,,31.5333333333333,26.9333333333333
CUB,2009,27.9,10,42,,45.9,0,,10,20,67,64.4,10,10,,,32.3333333333333,28.1333333333333
CUB,2010,26.7,10,43,,45.9,0,,10,20,66.7,61.7,0,10,,,32.2333333333333,23.9
CUB,2011,27.7,10,44,,49,0,,10,20,71.6,62.2,0,10,,,33.8666666666667,24.0666666666667
CUB,2012,28.3,10,37,,61.5,0,,10,20,71.3,62.7,0,10,,,33.7666666666667,24.2333333333333
CUB,2013,28.5,10,42,,62.7,0,,10,20,67.4,62.7,0,10,,,32.4666666666667,24.2333333333333
CUB,2014,28.7,10,41.2,,60,0,,20,20,65.8,60,0,10,,,35.2666666666667,23.3333333333333
CUB,2015,29.6,10,46,,61.8,0,,20,20,64.8,63.8,0,10,,,34.9333333333333,24.6
CUB,2016,29.8,10,46,,52.1,0,,20,20,65.2,64.6,10,10,,,35.0666666666667,28.2
CUB,2017,33.9,32.4,41.8,10,51.3,0,81.2,20,20,66,64.5,10,10,28.0666666666667,44.1666666666667,35.3333333333333,28.1666666666667
CUB,2018,31.9,29.7,38.1,10,49,0,64.4,20,20,66.4,64.7,10,10,25.9333333333333,37.8,35.4666666666667,28.2333333333333
CUB,2019,27.8,31.6,37.7,10,48.8,0,15.6,20,20,65.6,64,10,10,26.4333333333333,21.4666666666667,35.2,28
CUB,2020,26.9,20.1,38.7,10,49.5,0,14.8,20,20,64.1,65.6,10,10,22.9333333333333,21.4333333333333,34.7,28.5333333333333
CUB,2021,28.1,27.7,48.7,10,47.1,0,14.6,20,20,64.6,64.2,10,10,28.8,20.5666666666667,34.8666666666667,28.0666666666667
CYP,1995,,,,,,,,,,,,,,,,,
CYP,1996,67.7,50,50,,71.9,67.9,,85,,76,68.4,70,70,,,,69.4666666666667
CYP,1997,67.9,50,50,,71.3,67.9,,85,,78.5,68.4,70,70,,,,69.4666666666667
CYP,1998,68.2,50,50,,71.1,67.7,,85,,78.9,71.2,70,70,,,,70.4
CYP,1999,67.8,70,50,,71.2,62.4,,85,,78.4,72.8,50,70,,,,64.2666666666667
CYP,2000,67.2,70,50,,71.7,54.4,,85,,79.8,74.4,50,70,,,,64.8
CYP,2001,71,90,50,,71.4,58.9,,85,,86.2,77,50,70,,,,65.6666666666667
CYP,2002,73,90,70,,71.2,58.9,,85,,83.5,78.8,50,70,,,,66.2666666666667
CYP,2003,73.3,90,70,,70.7,59.8,,85,,85,79.4,50,70,,,,66.4666666666667
CYP,2004,74.1,90,70,,81.4,56.2,,85,,84.6,79.4,50,70,,,,66.4666666666667
CYP,2005,71.9,90,61,,79,57.4,,85,70,83,73.6,50,70,,,79.3333333333333,64.5333333333333
CYP,2006,71.8,90,54,,79.1,48.3,,70,70,84.4,82.4,70,70,,,74.8,74.1333333333333
CYP,2007,71.7,90,57,,79.4,44.8,,70,70,84.7,81.6,70,70,,,74.9,73.8666666666667
CYP,2008,71.3,90,56,,78.2,43,,70,70,85,81,70,70,,,75,73.6666666666667
CYP,2009,70.8,90,53,,76.6,42.2,,70,70,85.7,80.8,70,70,,,75.2333333333333,73.6
CYP,2010,70.9,80,64,,72.7,44.8,,80.3,61.5,82.9,82.5,70,70,,,74.9,74.1666666666667
CYP,2011,73.3,80,66,,74.6,45.6,,80.1,71.4,87.6,82.6,75,70,,,79.7,75.8666666666667
CYP,2012,71.8,70,63,,83.3,37.1,,81.6,69.9,85.7,82.1,75,70,,,79.0666666666667,75.7
CYP,2013,69,70,63,,79.8,32.7,,80.7,62.8,84.1,81.8,75,60,,,75.8666666666667,72.2666666666667
CYP,2014,67.6,70,64,,79.7,36.2,,79.7,70.2,78.8,82.8,65,50,,,76.2333333333333,65.9333333333333
CYP,2015,67.9,70,63,,79.5,36.7,,79.5,59.6,82.7,88,70,50,,,73.9333333333333,69.3333333333333
CYP,2016,68.7,70,63,,76.1,47.3,,74.5,58.2,85.3,88,75,50,,,72.6666666666667,71
CYP,2017,67.9,75.4,53.6,60.7,73,48.8,72.9,75.8,58.6,83.3,87,75,50,63.2333333333333,64.9,72.5666666666667,70.6666666666667
CYP,2018,67.8,71.2,41.3,56.7,75.2,52.9,79.3,77,55.7,83,86.9,75,60,56.4,69.1333333333333,71.9,73.9666666666667
CYP,2019,68.1,73.1,43.7,48.1,74.9,55.2,80.3,76.9,59.5,84,86,75,60,54.9666666666667,70.1333333333334,73.4666666666667,73.6666666666667
CYP,2020,70.1,77.4,57.6,50.5,74.8,58.6,80,76.6,59.7,84.3,86.4,75,60,61.8333333333333,71.1333333333333,73.5333333333333,73.8
CYP,2021,71.4,78.5,65,57.9,80.2,52.1,82,76.1,60.5,85,84,75,60,67.1333333333333,71.4333333333333,73.8666666666667,73
CZE,1995,67.8,70,50,,46.7,38.2,,100,,69.2,76,70,90,,,,78.6666666666667
CZE,1996,68.1,70,50,,47.5,38.2,,100,,72.5,75,70,90,,,,78.3333333333333
CZE,1997,68.8,70,50,,53.7,35.4,,100,,74.4,76,70,90,,,,78.6666666666667
CZE,1998,68.4,70,54,,54.7,39.3,,85,,75.9,77.4,70,90,,,,79.1333333333333
CZE,1999,69.7,70,52,,59.2,44.8,,85,,76.4,79.8,70,90,,,,79.9333333333333
CZE,2000,68.6,70,48,,58.1,49.6,,85,,75,72,70,90,,,,77.3333333333333
CZE,2001,70.2,70,46,,67.5,49.6,,85,,81.2,72.8,70,90,,,,77.6
CZE,2002,66.5,70,43,,66.8,33.7,,70,,82.2,73,70,90,,,,77.6666666666667
CZE,2003,67.5,70,39,,67.2,45.6,,70,,81.9,73.6,70,90,,,,77.8666666666667
CZE,2004,67,70,37,,67,40.9,,70,,84.6,73.4,70,90,,,,77.8
CZE,2005,64.6,70,39,,68.2,15.1,,70,57.7,88.9,76.8,70,90,,,72.2,78.9333333333333
CZE,2006,66.4,70,42,,68.8,36.8,,57.8,60.3,85.9,82.4,70,90,,,68,80.8
CZE,2007,67.4,70,43,,69.9,47.1,,61.1,59.7,86.3,86.6,70,80,,,69.0333333333333,78.8666666666667
CZE,2008,68.1,70,48,,71.3,45.6,,64.2,66.1,80.3,86,70,80,,,70.2,78.6666666666667
CZE,2009,69.4,70,52,,80.2,43,,65.1,67.8,79.7,85.8,70,80,,,70.8666666666667,78.6
CZE,2010,69.8,65,52,,80.1,45.6,,65.5,76.4,75.6,87.5,70,80,,,72.5,79.1666666666667
CZE,2011,70.4,65,49,,81,44.8,,69.8,77,80,87.6,70,80,,,75.6,79.2
CZE,2012,69.9,70,46,,82,36.8,,67.7,77.9,81.5,87.1,70,80,,,75.7,79.0333333333333
CZE,2013,70.9,70,44,,82,43.5,,65.8,85.5,81.7,86.8,70,80,,,77.6666666666667,78.9333333333333
CZE,2014,72.2,70,45.3,,81.7,43.8,,70.1,84,79.4,87.8,80,80,,,77.8333333333333,82.6
CZE,2015,72.5,75,48,,81.5,40.6,,68.2,82.9,81.2,88,80,80,,,77.4333333333333,82.6666666666667
CZE,2016,73.2,75,51,,82.5,47.3,,66.6,77.7,84.1,88,80,80,,,76.1333333333333,82.6666666666667
CZE,2017,73.3,70.3,55.9,55.9,82.9,45.3,92,67.2,77.7,85.8,87,80,80,60.7,73.4,76.9,82.3333333333333
CZE,2018,74.2,73,51.1,57.9,82.9,48.6,96.2,72.5,76.8,85.2,86.9,80,80,60.6666666666667,75.9,78.1666666666667,82.3
CZE,2019,73.7,74.8,52.1,47.6,82.6,52.1,97.6,72.4,78.1,81.5,86,80,80,58.1666666666667,77.4333333333333,77.3333333333333,82
CZE,2020,74.8,76.8,64.2,49.9,82,52.7,97.8,69.7,77.6,80.8,86.4,80,80,63.6333333333333,77.5,76.0333333333333,82.1333333333334
CZE,2021,73.8,76.2,64.4,56.8,79.1,51.4,98.1,68.8,77.1,79.7,84,70,80,65.8,76.2,75.2,78
DEU,1995,69.8,90,90,,33.2,30.6,,85,,81.6,77.8,70,70,,,,72.6
DEU,1996,69.1,90,90,,44,27.1,,70,,83.5,77.8,70,70,,,,72.6
DEU,1997,67.5,90,81,,37.8,28,,70,,85.6,75,70,70,,,,71.6666666666667
DEU,1998,64.3,90,83,,37.8,26.8,,55,,87,79.4,70,50,,,,66.4666666666667
DEU,1999,65.6,90,82,,38.3,24.1,,70,,86.6,79.4,70,50,,,,66.4666666666667
DEU,2000,65.7,90,79,,38.6,28,,70,,88.1,78,70,50,,,,66
DEU,2001,69.5,90,80,,44.7,33.7,,70,,89.4,78,90,50,,,,72.6666666666667
DEU,2002,70.4,90,76,,53.3,36.5,,70,,88,79.6,90,50,,,,73.2
DEU,2003,69.7,90,74,,55.7,30,,70,,86.6,81.4,90,50,,,,73.8
DEU,2004,69.5,90,73,,56.4,29.4,,70,,87.1,79.8,90,50,,,,73.2666666666667
DEU,2005,68.1,90,77,,58.4,28.6,,70,48.7,88.1,80.2,90,50,,,68.9333333333333,73.4
DEU,2006,70.8,90,82,,60.8,31.7,,89.1,44.4,87.1,82.4,90,50,,,73.5333333333333,74.1333333333333
DEU,2007,70.8,90,82,,61.4,33.7,,88.9,44.2,81.5,86.6,90,50,,,71.5333333333333,75.5333333333333
DEU,2008,70.6,90,80,,58.4,34,,89.9,46.3,81.4,86,80,60,,,72.5333333333333,75.3333333333333
DEU,2009,70.5,90,78,,58.5,38.2,,90.3,43.4,80.8,85.8,80,60,,,71.5,75.2666666666667
DEU,2010,71.1,90,79,,58.3,41.4,,89.6,39.9,79.9,87.5,85,60,,,69.8,77.5
DEU,2011,71.8,90,80,,58.5,42.7,,89.6,40.6,83.9,87.6,85,60,,,71.3666666666667,77.5333333333333
DEU,2012,71,90,79,,61.3,32.2,,90.5,41.4,83.5,87.1,85,60,,,71.8,77.3666666666667
DEU,2013,72.8,90,80,,61.8,37.3,,92.1,43.8,81.2,86.8,85,70,,,72.3666666666667,80.6
DEU,2014,73.4,90,80.1,,61.2,38.2,,89.9,46.4,80.8,87.8,90,70,,,72.3666666666667,82.6
DEU,2015,73.8,90,78,,60.8,40.1,,88.2,51.2,81.5,88,90,70,,,73.6333333333333,82.6666666666667
DEU,2016,74.4,90,79,,61.5,41.3,,90,50.6,83.3,88,90,70,,,74.6333333333333,82.6666666666667
DEU,2017,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87,80,70,80.0333333333333,64.4,71.7666666666667,79
DEU,2018,74.2,81,75.3,78,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80,70,78.1,64.4666666666667,75.2,78.9666666666667
DEU,2019,73.5,79.9,81.3,75.4,60.8,42.3,91.8,83.3,52.8,77.9,86,80,70,78.8666666666667,64.9666666666667,71.3333333333333,78.6666666666667
DEU,2020,73.5,80.5,82.8,74.3,60.9,42.2,92.9,82.8,53,76.7,86.4,80,70,79.2,65.3333333333334,70.8333333333333,78.8
DEU,2021,72.5,78.8,81.5,69.8,60.4,40.3,92.8,82.4,53,77.2,84,80,70,76.7,64.5,70.8666666666667,78
DJI,1995,,,,,,,,,,,,,,,,,
DJI,1996,,,,,,,,,,,,,,,,,
DJI,1997,54.5,50,30,,84.1,44.5,,55,,75.5,51,50,50,,,,50.3333333333333
DJI,1998,55.9,50,30,,84.7,55.1,,55,,77.2,51,50,50,,,,50.3333333333333
DJI,1999,57.1,50,30,,84.9,63.9,,55,,79.1,51,50,50,,,,50.3333333333333
DJI,2000,55.1,50,30,,86,63.3,,55,,80.2,51,50,30,,,,43.6666666666667
DJI,2001,58.3,50,30,,87.1,67.3,,55,,84,51,50,50,,,,50.3333333333333
DJI,2002,57.8,50,30,,78.8,67.3,,55,,87.8,51,50,50,,,,50.3333333333333
DJI,2003,55.7,30,30,,80.1,67.9,,55,,87,51,50,50,,,,50.3333333333333
DJI,2004,55.6,30,30,,80.5,73.5,,55,,88.7,43,50,50,,,,47.6666666666667
DJI,2005,55.2,30,30,,80.3,67.5,,55,59.7,86.9,43,50,50,,,67.2,47.6666666666667
DJI,2006,53.2,30,30,,80.3,60,,38.3,59.9,84.8,28.6,50,70,,,61,49.5333333333333
DJI,2007,52.4,30,30,,80.5,60,,38.3,59.3,79,36.4,50,60,,,58.8666666666667,48.8
DJI,2008,51.2,30,30,,80.8,57.8,,37.7,59.6,78.3,28.2,50,60,,,58.5333333333333,46.0666666666667
DJI,2009,51.3,30,29,,80.8,59.4,,38.1,57.9,76.6,31.8,50,60,,,57.5333333333333,47.2666666666667
DJI,2010,51,30,30,,78.2,58.9,,35.7,55.3,70.5,31.9,60,60,,,53.8333333333333,50.6333333333333
