ISO,Year,Primary Outcome,Primary Outcome/GDP
RWA,2021,-229.155,-0.02153
WSM,1995,,
WSM,1996,,
WSM,1997,,
WSM,1998,,
WSM,1999,,
WSM,2000,,
WSM,2001,,
WSM,2002,,
WSM,2003,,
WSM,2004,,
WSM,2005,,
WSM,2006,,
WSM,2007,,
WSM,2008,,
WSM,2009,,
WSM,2010,,
WSM,2011,,
WSM,2012,,
WSM,2013,,
WSM,2014,,
WSM,2015,,
WSM,2016,,
WSM,2017,,
WSM,2018,,
WSM,2019,,
WSM,2020,,
WSM,2021,,
SMR,1995,,
SMR,1996,,
SMR,1997,,
SMR,1998,,
SMR,1999,,
SMR,2000,,
SMR,2001,,
SMR,2002,,
SMR,2003,,
SMR,2004,0.037,0.02423
SMR,2005,0.054,0.03449
SMR,2006,0.026,0.01551
SMR,2007,0.032,0.0202
SMR,2008,0.006,0.00387
SMR,2009,-0.034,-0.02318
SMR,2010,-0.031,-0.02155
SMR,2011,-0.052,-0.03956
SMR,2012,-0.087,-0.06998
SMR,2013,-0.097,-0.07643
SMR,2014,0.016,0.01292
SMR,2015,-0.039,-0.03075
SMR,2016,0.002,0.00145
SMR,2017,-0.042,-0.03083
SMR,2018,-0.017,-0.01232
SMR,2019,0.012,0.00843
SMR,2020,-0.044,-0.03321
SMR,2021,-0.079,-0.05694
STP,1995,,
STP,1996,,
STP,1997,,
STP,1998,,
STP,1999,,
STP,2000,,
STP,2001,-0.063,-0.09904
STP,2002,-0.056,-0.07731
STP,2003,-0.116,-0.12998
STP,2004,-0.23,-0.22202
STP,2005,0.388,0.29365
STP,2006,0.304,0.18308
STP,2007,2.476,1.26464
STP,2008,0.401,0.14498
STP,2009,-0.563,-0.18501
STP,2010,-0.412,-0.11267
STP,2011,-0.491,-0.11938
STP,2012,-0.511,-0.10602
STP,2013,0.134,0.02404
STP,2014,-0.298,-0.0463
STP,2015,-0.386,-0.05487
STP,2016,-0.292,-0.03797
STP,2017,-0.176,-0.02161
STP,2018,-0.128,-0.01489
STP,2019,-0.128,-0.0139
STP,2020,0.176,0.01962
STP,2021,-0.335,-0.03483
SAU,1995,-14.928,-0.02781
SAU,1996,-3.563,-0.006
SAU,1997,0.945,0.00152
SAU,1998,-41.246,-0.07494
SAU,1999,-19.054,-0.03142
SAU,2000,46.69,0.0657
SAU,2001,-3.654,-0.00529
SAU,2002,-21.217,-0.02984
SAU,2003,30.916,0.0382
SAU,2004,110.194,0.11357
SAU,2005,231.004,0.18769
SAU,2006,300.64,0.21299
SAU,2007,168.69,0.10822
SAU,2008,556.882,0.28569
SAU,2009,-89.036,-0.05533
SAU,2010,93.681,0.0473
SAU,2011,292.421,0.11617
SAU,2012,323.537,0.11723
SAU,2013,144.751,0.0517
SAU,2014,-120.478,-0.04248
SAU,2015,-438.141,-0.17858
SAU,2016,-487.712,-0.20166
SAU,2017,-286.567,-0.11098
SAU,2018,-192.45,-0.06525
SAU,2019,-133.4,-0.04486
SAU,2020,-341.806,-0.12994
SAU,2021,-104.827,-0.03473
SEN,1995,136.9,0.04552
SEN,1996,85.6,0.02656
SEN,1997,92.166,0.02691
SEN,1998,69.7,0.01852
SEN,1999,17.526,0.00432
SEN,2000,78.69,0.01843
SEN,2001,-38.4,-0.00806
SEN,2002,49.069,0.0101
SEN,2003,18.353,0.00361
SEN,2004,56.5,0.01063
SEN,2005,25.632,0.00442
SEN,2006,-181.79,-0.02975
SEN,2007,-153.101,-0.02286
SEN,2008,-226.8,-0.03017
SEN,2009,-232.852,-0.03067
SEN,2010,-253.997,-0.03184
SEN,2011,-309.694,-0.03689
SEN,2012,-269.672,-0.02991
SEN,2013,-291.9,-0.03124
SEN,2014,-249.862,-0.02556
SEN,2015,-225.274,-0.02144
SEN,2016,-181.554,-0.01609
SEN,2017,-128.125,-0.01051
SEN,2018,-214.3,-0.01669
SEN,2019,-265.938,-0.01948
SEN,2020,-597.154,-0.0425
SEN,2021,-405.369,-0.02696
SRB,1995,,
SRB,1996,,
SRB,1997,,
SRB,1998,,
SRB,1999,,
SRB,2000,1.508,0.00365
SRB,2001,8.582,0.01045
SRB,2002,-23.921,-0.02303
SRB,2003,-21.144,-0.01732
SRB,2004,18.67,0.01285
SRB,2005,44.222,0.02393
SRB,2006,9.99,0.00458
SRB,2007,-3.121,-0.00124
SRB,2008,-34.809,-0.01196
SRB,2009,-82.417,-0.02698
SRB,2010,-79.094,-0.02432
SRB,2011,-96.269,-0.02663
SRB,2012,-174.111,-0.04567
SRB,2013,-111.221,-0.02697
SRB,2014,-128.342,-0.03083
SRB,2015,-15.958,-0.0037
SRB,2016,80.929,0.01787
SRB,2017,186.43,0.03916
SRB,2018,149.782,0.02953
SRB,2019,108.689,0.02006
SRB,2020,-288.188,-0.05275
SRB,2021,-155.782,-0.02653
SYC,1995,0.172,0.07119
SYC,1996,0.009,0.00371
SYC,1997,0.109,0.03854
SYC,1998,-0.21,-0.06546
SYC,1999,-0.038,-0.0114
SYC,2000,-0.256,-0.07286
SYC,2001,-0.06,-0.01642
SYC,2002,-0.33,-0.08643
SYC,2003,0.392,0.10298
SYC,2004,0.318,0.06894
SYC,2005,0.345,0.0683
SYC,2006,0.157,0.02792
SYC,2007,-0.233,-0.03362
SYC,2008,1.349,0.14743
SYC,2009,1.558,0.13509
SYC,2010,0.761,0.06503
SYC,2011,0.812,0.06436
SYC,2012,0.958,0.06595
SYC,2013,0.849,0.05299
SYC,2014,1.032,0.06031
SYC,2015,0.906,0.04938
SYC,2016,0.746,0.03931
SYC,2017,0.727,0.03485
SYC,2018,0.727,0.03375
SYC,2019,0.748,0.0337
SYC,2020,-2.803,-0.14075
SYC,2021,-1.965,-0.09141
SLE,1995,,
SLE,1996,,
SLE,1997,,
SLE,1998,,
SLE,1999,,
SLE,2000,23.852,0.01229
SLE,2001,-38.223,-0.01764
SLE,2002,-22.019,-0.00837
SLE,2003,-30.399,-0.00934
SLE,2004,66.393,0.01697
SLE,2005,68.722,0.01441
SLE,2006,75.341,0.01349
SLE,2007,,0.2183
SLE,2008,-138.467,-0.01854
SLE,2009,-90.711,-0.01092
SLE,2010,-353.843,-0.0345
SLE,2011,-330.964,-0.02586
SLE,2012,-563.421,-0.03412
SLE,2013,-208.342,-0.00977
SLE,2014,-596.05,-0.02627
SLE,2015,-807.063,-0.03739
SLE,2016,,-0.07629
SLE,2017,,-0.0659
SLE,2018,-904.914,-0.02793
SLE,2019,-162.073,-0.00436
SLE,2020,,-0.02563
SLE,2021,-331.568,-0.00684
SGP,1995,,
SGP,1996,,
SGP,1997,,
SGP,1998,,
SGP,1999,,
SGP,2000,,
SGP,2001,,
SGP,2002,,
SGP,2003,,
SGP,2004,,
SGP,2005,,
SGP,2006,,
SGP,2007,,
SGP,2008,,
SGP,2009,,
SGP,2010,,
SGP,2011,,
SGP,2012,,
SGP,2013,,
SGP,2014,,
SGP,2015,,
SGP,2016,,
SGP,2017,,
SGP,2018,,
SGP,2019,,
SGP,2020,,
SGP,2021,,
SVK,1995,-0.434,-0.02198
SVK,1996,-1.819,-0.08254
SVK,1997,-1.09,-0.04459
SVK,1998,-0.881,-0.033
SVK,1999,-1.254,-0.04385
SVK,2000,-3.02,-0.09538
SVK,2001,-1.411,-0.04104
SVK,2002,-1.962,-0.05256
SVK,2003,-0.606,-0.01461
SVK,2004,-0.403,-0.00873
SVK,2005,-0.882,-0.01747
SVK,2006,-1.516,-0.0269
SVK,2007,-0.695,-0.01101
SVK,2008,-1.101,-0.01605
SVK,2009,-4.511,-0.07038
SVK,2010,-4.373,-0.06413
SVK,2011,-2.119,-0.02972
SVK,2012,-2.036,-0.02767
SVK,2013,-0.88,-0.01182
SVK,2014,-1.081,-0.01418
SVK,2015,-0.943,-0.01182
SVK,2016,-0.942,-0.01162
SVK,2017,0.232,0.00275
SVK,2018,0.149,0.00166
SVK,2019,-0.266,-0.00283
SVK,2020,-5.741,-0.06295
SVK,2021,-5.915,-0.06125
SVN,1995,-0.691,-0.0654
SVN,1996,0.069,0.00564
SVN,1997,-0.049,-0.00357
SVN,1998,-0.089,-0.00576
SVN,1999,-0.192,-0.01115
SVN,2000,-0.354,-0.01876
SVN,2001,-0.563,-0.0266
SVN,2002,-0.15,-0.00637
SVN,2003,-0.295,-0.01151
SVN,2004,-0.148,-0.00536
SVN,2005,-0.007,-0.00025
SVN,2006,-0.023,-0.00072
SVN,2007,0.342,0.00975
SVN,2008,-0.269,-0.00708
SVN,2009,-1.788,-0.04931
SVN,2010,-1.643,-0.04518
SVN,2011,-1.939,-0.05232
SVN,2012,-0.931,-0.02567
SVN,2013,-4.59,-0.12591
SVN,2014,-1.017,-0.02702
SVN,2015,,
SVN,2016,0.29,0.00717
SVN,2017,0.905,0.02103
SVN,2018,1.156,0.02521
SVN,2019,0.969,0.02003
SVN,2020,-3.238,-0.06995
SVN,2021,-2.441,-0.05029
SLB,1995,,
SLB,1996,,
SLB,1997,0.111,0.05661
SLB,1998,0.068,0.03067
SLB,1999,0.209,0.08846
SLB,2000,-0.029,-0.01357
SLB,2001,-0.018,-0.00853
SLB,2002,-0.013,-0.0056
SLB,2003,0.153,0.05786
SLB,2004,0.118,0.03974
SLB,2005,-0.078,-0.02172
SLB,2006,-0.047,-0.01145
SLB,2007,0.128,0.02704
SLB,2008,0.045,0.00824
SLB,2009,0.13,0.02196
SLB,2010,0.301,0.04411
SLB,2011,0.623,0.07767
SLB,2012,0.304,0.03476
SLB,2013,0.357,0.03801
SLB,2014,0.193,0.01957
SLB,2015,0.04,0.00383
SLB,2016,-0.375,-0.03419
SLB,2017,-0.234,-0.02
SLB,2018,0.178,0.01419
SLB,2019,-0.133,-0.01038
SLB,2020,-0.285,-0.02238
SLB,2021,-0.59,-0.04413
SOM,1995,,
SOM,1996,,
SOM,1997,,
SOM,1998,,
SOM,1999,,
SOM,2000,,
SOM,2001,,
SOM,2002,,
SOM,2003,,
SOM,2004,,
SOM,2005,,
SOM,2006,,
SOM,2007,,
SOM,2008,,
SOM,2009,,
SOM,2010,,
SOM,2011,,
SOM,2012,,
SOM,2013,,
SOM,2014,,
SOM,2015,,
SOM,2016,,
SOM,2017,,
SOM,2018,,
SOM,2019,,
SOM,2020,,
SOM,2021,,
ZAF,1995,,
ZAF,1996,,
ZAF,1997,,
ZAF,1998,,
ZAF,1999,,
ZAF,2000,31.283,0.03306
ZAF,2001,35.244,0.03369
ZAF,2002,34.392,0.02825
ZAF,2003,22.617,0.01706
ZAF,2004,31.175,0.02111
ZAF,2005,47.283,0.02884
ZAF,2006,67.063,0.03646
ZAF,2007,80.164,0.038
ZAF,2008,40.545,0.01711
ZAF,2009,-73.274,-0.02922
ZAF,2010,-70.285,-0.02558
ZAF,2011,-46.779,-0.01547
ZAF,2012,-56.84,-0.01747
ZAF,2013,-48.314,-0.01365
ZAF,2014,-47.808,-0.01256
ZAF,2015,-63.661,-0.01572
ZAF,2016,-29.387,-0.00674
ZAF,2017,-38.719,-0.00832
ZAF,2018,-19.565,-0.00401
ZAF,2019,-67.197,-0.01323
ZAF,2020,-382.47,-0.07689
ZAF,2021,-305.054,-0.0573
SSD,1995,,
SSD,1996,,
SSD,1997,,
SSD,1998,,
SSD,1999,,
SSD,2000,,
SSD,2001,,
SSD,2002,,
SSD,2003,,
SSD,2004,,
SSD,2005,,
SSD,2006,,
SSD,2007,,
SSD,2008,,
SSD,2009,,
SSD,2010,,
SSD,2011,2.381,0.04612
SSD,2012,-4.922,-0.1481
SSD,2013,-1.509,-0.03422
SSD,2014,-3.811,-0.08398
SSD,2015,-8.668,-0.16393
SSD,2016,-31.301,-0.19043
SSD,2017,13.996,0.03524
SSD,2018,-0.669,-0.00101
SSD,2019,9.066,0.01384
SSD,2020,-8.011,-0.01128
SSD,2021,49.353,0.05105
ESP,1995,-10.968,-0.02453
ESP,1996,-6.612,-0.01395
ESP,1997,1.122,0.00223
ESP,1998,5.61,0.0104
ESP,1999,11.041,0.01904
ESP,2000,10.662,0.01646
ESP,2001,14.262,0.02035
ESP,2002,14.59,0.01946
ESP,2003,13.145,0.01638
ESP,2004,14.242,0.01657
ESP,2005,25.204,0.02718
ESP,2006,33.919,0.03379
ESP,2007,31.827,0.02959
ESP,2008,-39.22,-0.03535
ESP,2009,-106.476,-0.09957
ESP,2010,-85.819,-0.08
ESP,2011,-82.691,-0.07773
ESP,2012,-84.447,-0.0819
ESP,2013,-41.938,-0.0411
ESP,2014,-30.7,-0.02974
ESP,2015,-27.639,-0.02565
ESP,2016,-20.823,-0.01869
ESP,2017,-8.613,-0.00741
ESP,2018,-3.187,-0.00265
ESP,2019,-9.909,-0.00796
ESP,2020,-105.342,-0.09406
ESP,2021,-83.569,-0.06967
LKA,1995,-19.865,-0.02513
LKA,1996,-15.851,-0.01743
LKA,1997,-6.954,-0.0066
LKA,1998,-29.617,-0.02458
LKA,1999,-13.436,-0.01026
LKA,2000,-48.479,-0.03257
LKA,2001,-51.719,-0.03105
LKA,2002,-17.116,-0.00914
LKA,2003,-7.516,-0.0036
LKA,2004,-36.612,-0.0153
LKA,2005,-52.003,-0.01853
LKA,2006,-54.796,-0.01629
LKA,2007,-63.215,-0.01543
LKA,2008,-96.954,-0.01921
LKA,2009,-166.684,-0.03012
LKA,2010,-93.423,-0.01457
LKA,2011,-93.477,-0.01295
LKA,2012,-80.466,-0.00921
LKA,2013,-53.383,-0.00557
LKA,2014,-209.223,-0.02019
LKA,2015,-240.701,-0.02198
LKA,2016,-29.431,-0.00245
LKA,2017,2.072,0.00016
LKA,2018,91.421,0.0064
LKA,2019,-327.13,-0.02179
LKA,2020,-794.273,-0.05305
LKA,2021,-647.827,-0.04
KNA,1995,0.021,0.02684
KNA,1996,,-0.00025
KNA,1997,-0.005,-0.00538
KNA,1998,-0.046,-0.0464
KNA,1999,-0.084,-0.08002
KNA,2000,-0.109,-0.09557
KNA,2001,-0.085,-0.0686
KNA,2002,-0.083,-0.06425
KNA,2003,0.002,0.00164
KNA,2004,-0.009,-0.00639
KNA,2005,0.041,0.02793
KNA,2006,0.087,0.04989
KNA,2007,0.063,0.03394
KNA,2008,0.067,0.03303
KNA,2009,0.077,0.03814
KNA,2010,-0.007,-0.00358
KNA,2011,0.161,0.07307
KNA,2012,0.214,0.09913
KNA,2013,0.341,0.15024
KNA,2014,0.282,0.11414
KNA,2015,0.206,0.08265
KNA,2016,0.145,0.05529
KNA,2017,0.055,0.02056
KNA,2018,0.07,0.02563
KNA,2019,0.003,0.001
KNA,2020,-0.07,-0.03024
KNA,2021,-0.08,-0.03556
LCA,1995,0.009,0.00463
LCA,1996,0.002,0.00091
LCA,1997,-0.008,-0.00386
LCA,1998,0.075,0.03169
LCA,1999,0.064,0.02605
LCA,2000,0.005,0.00192
LCA,2001,-0.035,-0.01474
LCA,2002,-0.035,-0.01423
LCA,2003,-0.031,-0.01176
LCA,2004,-0.009,-0.00304
LCA,2005,-0.108,-0.03494
LCA,2006,-0.095,-0.02729
LCA,2007,0.026,0.00715
LCA,2008,0.061,0.01573
LCA,2009,-0.011,-0.00299
LCA,2010,-0.065,-0.01589
LCA,2011,-0.122,-0.02849
LCA,2012,-0.206,-0.04703
LCA,2013,-0.077,-0.01688
LCA,2014,0.003,0.00063
LCA,2015,0.041,0.00836
LCA,2016,0.089,0.01742
LCA,2017,0.042,0.00775
LCA,2018,0.108,0.01919
LCA,2019,-0.027,-0.00474
LCA,2020,-0.282,-0.06086
LCA,2021,-0.143,-0.02865
VCT,1995,0.022,0.02658
VCT,1996,0.027,0.03058
VCT,1997,-0.014,-0.01522
VCT,1998,-0.004,-0.00372
VCT,1999,0.001,0.00077
VCT,2000,0.016,0.01514
VCT,2001,0.005,0.00406
VCT,2002,,-0.00019
VCT,2003,-0.007,-0.00507
VCT,2004,-0.013,-0.00897
VCT,2005,-0.031,-0.02098
VCT,2006,-0.011,-0.0067
VCT,2007,-0.014,-0.00778
VCT,2008,0.01,0.00514
VCT,2009,-0.014,-0.00769
VCT,2010,-0.03,-0.01635
VCT,2011,-0.033,-0.01782
VCT,2012,-0.002,-0.00129
VCT,2013,-0.079,-0.04072
VCT,2014,-0.03,-0.01528
VCT,2015,-0.005,-0.00224
VCT,2016,0.049,0.02361
VCT,2017,0.032,0.01506
VCT,2018,0.025,0.01152
VCT,2019,-0.019,-0.00858
VCT,2020,-0.081,-0.03789
VCT,2021,-0.077,-0.0359
SDN,1995,-0.096,-0.02461
SDN,1996,-0.174,-0.01656
SDN,1997,0.006,0.00036
SDN,1998,0.024,0.00107
SDN,1999,-0.014,-0.00052
SDN,2000,0.11,0.00326
SDN,2001,-0.049,-0.00121
SDN,2002,0.184,0.00385
SDN,2003,1.158,0.02078
SDN,2004,0.918,0.01336
SDN,2005,-0.746,-0.0087
SDN,2006,-0.371,-0.00377
SDN,2007,-2.508,-0.02093
SDN,2008,1.754,0.01295
SDN,2009,-3.84,-0.02861
SDN,2010,1.858,0.01087
SDN,2011,-2.655,-0.0127
SDN,2012,-14.109,-0.06248
SDN,2013,-16.578,-0.05278
SDN,2014,-17.267,-0.03918
SDN,2015,-15.995,-0.03159
SDN,2016,-26.021,-0.03498
SDN,2017,-49.646,-0.05726
SDN,2018,-104.724,-0.07643
SDN,2019,-216.025,-0.10643
SDN,2020,-305.895,-0.05919
SDN,2021,-471.001,-0.03033
SUR,1995,0.007,0.01688
SUR,1996,0.019,0.04185
SUR,1997,-0.002,-0.00318
SUR,1998,-0.041,-0.06841
SUR,1999,-0.054,-0.05265
SUR,2000,-0.138,-0.08219
SUR,2001,0.101,0.04264
SUR,2002,-0.089,-0.02756
SUR,2003,0.062,0.01476
SUR,2004,-0.025,-0.00484
SUR,2005,-0.105,-0.01714
SUR,2006,0.154,0.02139
SUR,2007,0.53,0.06575
SUR,2008,0.31,0.03198
SUR,2009,0.364,0.03424
SUR,2010,0.084,0.007
SUR,2011,0.499,0.0345
SUR,2012,-0.187,-0.01138
SUR,2013,-0.38,-0.0224
SUR,2014,-0.716,-0.04141
SUR,2015,-1.074,-0.06569
SUR,2016,-1.414,-0.07256
SUR,2017,-1.232,-0.05117
SUR,2018,-0.735,-0.02843
SUR,2019,-4.944,-0.17929
SUR,2020,-3.821,-0.12329
SUR,2021,-2.861,-0.06227
SWE,1995,-87.583,-0.04593
SWE,1996,-7.054,-0.00361
SWE,1997,29.706,0.01451
SWE,1998,73.768,0.03426
SWE,1999,70.421,0.0311
SWE,2000,125.79,0.05224
SWE,2001,77.739,0.03105
SWE,2002,14.444,0.00556
SWE,2003,0.293,0.00011
SWE,2004,36.214,0.0128
SWE,2005,82.385,0.02811
SWE,2006,96.349,0.03086
SWE,2007,134.048,0.04037
SWE,2008,83.615,0.0245
SWE,2009,-12.062,-0.00361
SWE,2010,10.005,0.0028
SWE,2011,5.295,0.00142
SWE,2012,-31.797,-0.00849
SWE,2013,-47.062,-0.01231
SWE,2014,-55.908,-0.014
SWE,2015,2.918,0.00068
SWE,2016,45.969,0.01041
SWE,2017,64.555,0.01396
SWE,2018,41.026,0.0085
SWE,2019,20.91,0.00416
SWE,2020,-204.116,-0.04122
SWE,2021,-209.195,-0.04025
CHE,1995,-4.469,-0.0107
CHE,1996,-5.234,-0.01243
CHE,1997,-6.368,-0.01486
CHE,1998,-1.638,-0.00372
CHE,1999,-2.133,-0.00476
CHE,2000,5.991,0.01267
CHE,2001,5.371,0.01107
CHE,2002,-3.758,-0.00776
CHE,2003,-2.27,-0.00464
CHE,2004,-2.598,-0.00516
CHE,2005,1.179,0.00225
CHE,2006,9.112,0.01637
CHE,2007,12.552,0.02117
CHE,2008,15.031,0.02434
CHE,2009,5.975,0.00984
CHE,2010,5.164,0.00821
CHE,2011,6.856,0.0107
CHE,2012,3.887,0.00599
CHE,2013,-1.147,-0.00174
CHE,2014,-0.062,-9e-05
CHE,2015,5.196,0.00769
CHE,2016,2.811,0.0041
CHE,2017,8.728,0.01258
CHE,2018,10.066,0.01398
CHE,2019,11.035,0.01517
CHE,2020,-17.08,-0.02434
CHE,2021,-23.539,-0.03234
SYR,1995,-18.016,-0.03155
SYR,1996,-16.776,-0.02428
SYR,1997,-8.66,-0.01162
SYR,1998,-17.839,-0.02257
SYR,1999,-6.66,-0.00813
SYR,2000,-6.973,-0.00736
SYR,2001,29.594,0.0293
SYR,2002,-15.83,-0.01416
SYR,2003,-21.54,-0.02005
SYR,2004,-41.981,-0.03314
SYR,2005,-49.009,-0.03253
SYR,2006,-1.444,-0.00084
SYR,2007,-44.366,-0.02195
SYR,2008,-55.022,-0.02248
SYR,2009,-56.694,-0.02249
SYR,2010,-202.553,-0.07255
SYR,2011,,
SYR,2012,,
SYR,2013,,
SYR,2014,,
SYR,2015,,
SYR,2016,,
SYR,2017,,
SYR,2018,,
SYR,2019,,
SYR,2020,,
SYR,2021,,
TWN,1995,,
TWN,1996,,
TWN,1997,,
TWN,1998,,
TWN,1999,,
TWN,2000,,
TWN,2001,,
TWN,2002,,
TWN,2003,,
TWN,2004,,
TWN,2005,,
TWN,2006,,
TWN,2007,,
TWN,2008,,
TWN,2009,,
TWN,2010,,
TWN,2011,,
TWN,2012,,
TWN,2013,,
TWN,2014,,
TWN,2015,,
TWN,2016,,
TWN,2017,,
TWN,2018,,
TWN,2019,,
TWN,2020,,
TWN,2021,,
TJK,1995,,
TJK,1996,,
TJK,1997,,
TJK,1998,-0.041,-0.04032
TJK,1999,-0.046,-0.03441
TJK,2000,-0.076,-0.0423
TJK,2001,-0.042,-0.01662
TJK,2002,-0.019,-0.00559
TJK,2003,-0.025,-0.00522
TJK,2004,-0.103,-0.01669
TJK,2005,-0.173,-0.02398
TJK,2006,0.204,0.02199
TJK,2007,-0.648,-0.05073
TJK,2008,-0.837,-0.04752
TJK,2009,-0.975,-0.04726
TJK,2010,-0.615,-0.02488
TJK,2011,-0.488,-0.01624
TJK,2012,0.416,0.0115
TJK,2013,0.032,0.00078
TJK,2014,0.199,0.00437
TJK,2015,-0.71,-0.01466
TJK,2016,-4.544,-0.08341
TJK,2017,-3.363,-0.05505
TJK,2018,-1.146,-0.01664
TJK,2019,-0.961,-0.01243
TJK,2020,-2.868,-0.03475
TJK,2021,-3.146,-0.03477
TZA,1995,34.408,0.00938
TZA,1996,182.162,0.03981
TZA,1997,113.915,0.01992
TZA,1998,105.578,0.01384
TZA,1999,26.473,0.00302
TZA,2000,55.233,0.00558
TZA,2001,78.876,0.00714
TZA,2002,18.282,0.00144
TZA,2003,-156.808,-0.01067
TZA,2004,-287.033,-0.01692
TZA,2005,-464.254,-0.02395
TZA,2006,-592.92,-0.02509
TZA,2007,-152.054,-0.0056
TZA,2008,-384.226,-0.01156
TZA,2009,,-0.03776
TZA,2010,,-0.04023
TZA,2011,,-0.02776
TZA,2012,,-0.03095
TZA,2013,,-0.02615
TZA,2014,,-0.01557
TZA,2015,,-0.01713
TZA,2016,-656.593,-0.00606
TZA,2017,477.772,0.00402
TZA,2018,-292.606,-0.00227
TZA,2019,-46.771,-0.00033
TZA,2020,,0.00912
TZA,2021,,0.00662
THA,1995,,
THA,1996,,
THA,1997,,
THA,1998,,
THA,1999,,
THA,2000,-37.66,-0.00777
THA,2001,-36.202,-0.0071
THA,2002,-294.31,-0.05505
THA,2003,179.863,0.02916
THA,2004,149.249,0.02209
THA,2005,242.576,0.03254
THA,2006,254.33,0.03082
THA,2007,96.721,0.01093
THA,2008,156.086,0.016
THA,2009,-143.384,-0.01518
THA,2010,-48.928,-0.00461
THA,2011,107.793,0.00948
THA,2012,-0.04,
THA,2013,163.084,0.01267
THA,2014,-7.96,-0.00061
THA,2015,96.877,0.00713
THA,2016,139.241,0.00971
THA,2017,11.712,0.00077
THA,2018,100.604,0.00622
THA,2019,-46.513,-0.00277
THA,2020,-673.163,-0.04234
THA,2021,-710.482,-0.0443
TLS,1995,,
TLS,1996,,
TLS,1997,,
TLS,1998,,
TLS,1999,,
TLS,2000,,
TLS,2001,,
TLS,2002,-0.036,-0.07639
TLS,2003,-0.04,-0.08239
TLS,2004,-0.033,-0.0748
TLS,2005,-0.049,-0.10497
TLS,2006,0.186,0.41033
TLS,2007,-0.162,-0.29932
TLS,2008,-0.12,-0.18562
TLS,2009,-0.125,-0.1717
TLS,2010,-0.175,-0.19793
TLS,2011,-0.265,-0.25084
TLS,2012,-0.449,-0.39115
TLS,2013,-0.201,-0.14367
TLS,2014,-0.543,-0.37528
TLS,2015,-0.528,-0.33119
TLS,2016,-0.915,-0.55406
TLS,2017,-0.536,-0.33522
TLS,2018,-0.438,-0.2805
TLS,2019,-0.514,-0.25454
TLS,2020,-0.407,-0.22726
TLS,2021,-0.542,-0.31422
TGO,1995,-13.607,-0.01217
TGO,1996,-20.324,-0.01623
TGO,1997,5.988,0.00411
TGO,1998,-25.68,-0.01844
TGO,1999,-4.613,-0.00317
TGO,2000,-29.561,-0.02068
TGO,2001,7.452,0.00509
TGO,2002,13.245,0.00829
TGO,2003,41.6,0.02514
TGO,2004,27.733,0.01725
TGO,2005,-15.447,-0.00952
TGO,2006,-21.76,-0.01313
TGO,2007,-7.31,-0.00425
TGO,2008,-1.202,-6e-04
TGO,2009,-44.458,-0.02074
TGO,2010,-23.976,-0.01047
TGO,2011,-59.628,-0.02422
TGO,2012,-109.513,-0.04105
TGO,2013,-87.482,-0.03038
TGO,2014,-120.761,-0.03962
TGO,2015,-159.11,-0.04771
TGO,2016,-189.827,-0.05311
TGO,2017,40.889,0.01101
TGO,2018,47.294,0.01197
TGO,2019,154.116,0.03643
TGO,2020,-137.959,-0.03203
TGO,2021,-170.459,-0.03722
TON,1995,,
TON,1996,,
TON,1997,,
TON,1998,,
TON,1999,0.007,0.02293
TON,2000,0.006,0.01884
TON,2001,0.01,0.027
TON,2002,0.013,0.03167
TON,2003,0.013,0.02892
TON,2004,0.023,0.04916
TON,2005,0.025,0.04988
TON,2006,0.011,0.0191
TON,2007,0.035,0.05918
TON,2008,0.018,0.02776
TON,2009,0.05,0.07648
TON,2010,-0.003,-0.00433
TON,2011,-0.039,-0.05173
TON,2012,-0.006,-0.00761
TON,2013,-0.003,-0.00389
TON,2014,0.058,0.07293
TON,2015,-0.016,-0.01904
TON,2016,0.022,0.02316
TON,2017,0.045,0.04391
TON,2018,0.04,0.03695
TON,2019,0.045,0.03851
TON,2020,0.06,0.05153
TON,2021,-0.009,-0.00827
TTO,1995,1.499,0.04738
TTO,1996,1.349,0.03915
TTO,1997,1.548,0.04279
TTO,1998,1.029,0.02696
TTO,1999,1.147,0.02704
TTO,2000,2.426,0.04842
TTO,2001,2.41,0.04386
TTO,2002,1.945,0.03421
TTO,2003,3.766,0.05504
TTO,2004,3.84,0.04701
TTO,2005,4.818,0.04936
TTO,2006,4.003,0.03526
TTO,2007,6.743,0.05052
TTO,2008,12.358,0.0737
TTO,2009,-3.334,-0.02435
TTO,2010,3.308,0.02387
TTO,2011,1.715,0.01073
TTO,2012,0.681,0.00411
TTO,2013,-2.137,-0.01234
TTO,2014,-5.047,-0.02857
TTO,2015,-9.55,-0.05836
TTO,2016,-12.117,-0.07984
TTO,2017,-12.349,-0.0817
TTO,2018,-4.768,-0.03014
TTO,2019,-0.908,-0.00576
TTO,2020,-12.496,-0.08432
TTO,2021,-6.66,-0.04483
TUN,1995,-0.191,-0.01026
TUN,1996,-0.299,-0.01445
TUN,1997,-0.103,-0.00447
TUN,1998,0.038,0.00155
TUN,1999,-0.032,-0.00117
TUN,2000,-0.105,-0.00358
TUN,2001,-0.072,-0.00227
TUN,2002,0.036,0.00109
TUN,2003,-0.077,-0.00217
TUN,2004,0.133,0.00343
TUN,2005,-0.075,-0.00179
TUN,2006,0.009,0.00021
TUN,2007,-0.108,-0.00217
TUN,2008,0.783,0.01417
TUN,2009,-0.412,-0.00702
TUN,2010,0.85,0.01348
