,Ativo,Nome,Situação|CVM,Data do Bal,Setor NAICS|ult disponiv,Receita| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Bruto| Em moeda orig| em milhares| no exercício| consolid:sim*,EBIT| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Liquido| Em moeda orig| em milhares| no exercício| consolid:sim*,Capex| Em moeda orig| em milhares| de 12 meses| consolid:sim*,Invest Cap $| Em moeda orig| em milhares| consolid:sim*,Patrim Liq| Em moeda orig| em milhares| consolid:sim*,Ativo Tot| Em moeda orig| em milhares| consolid:sim*,Div Tt Bruta| Em moeda orig| em milhares| consolid:sim*,AlaFin| de 12 meses| consolid:sim*,CapGir| Em moeda orig| em milhares| consolid:sim*,RecFin| Em moeda orig| em milhares| no exercício| consolid:sim*,Estoques| Em moeda orig| em milhares| consolid:sim*,Ano,Nome_Ano,Tamanho,Capex%Ativo
471,22977 ON<BraNa>,Ferreira Gomes Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Ferreira Gomes Energia SA2000,Pequena,
472,POWE3<XBSP>,Focus ON,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Focus ON2000,Pequena,
473,GEPA4<XBSP>,Ger Paranap,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",439796.0,188867.0,189879.0,33246.0,79399.0,3494496.0,2329328.0,3768815.0,904992.0,0.28051611585,-140824.0,11055.0,536.0,2000,Ger Paranap2000,Pequena,0.02106736467563412
474,18589 ON<BraNa>,Investco S/A,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1.0,1.0,1.0,1.0,0.0,748393.0,469546.0,800911.0,273786.0,17057136042.0,-62482.0,0.0,0.0,2000,Investco S/A2000,Pequena,0.0
475,19364 ON<BraNa>,Itapebi Geração de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Itapebi Geração de Energia S/A2000,Pequena,
476,23000 ON<BraNa>,Light Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Light Energia S/A2000,Pequena,
477,LIGT3<XBSP>,Light S/A,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",7540365.0,1093097.0,1043701.0,-272054.0,1004440.0,12474877.0,2185833.0,15125977.0,7524383.0,-0.62704811889,-2308169.0,295862.0,46102.0,2000,Light S/A2000,Grande,0.0664049667667748
478,08036 ON<BraNa>,Light Serv de Eletr S/A,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2907515.0,488876.0,618882.0,-272054.0,0.0,8076940.0,2185833.0,9119904.0,5661799.0,-1401768753.0,-1018682.0,78380.0,14371.0,2000,Light Serv de Eletr S/A2000,Grande,0.0
479,23680 ON<BraNa>,Linhas de Macapá Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Linhas de Macapá Trans de Energia S/A2000,Pequena,
480,23671 ON<BraNa>,Linhas de Xingu Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Linhas de Xingu Trans de Energia S/A2000,Pequena,
481,NEOE3<XBSP>,Neoenergia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Neoenergia2000,Pequena,
482,24988 ON<BraNa>,Norte Brasil Transm de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Norte Brasil Transm de Energia S/A2000,Pequena,
483,25097 ON<BraNa>,Norte Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Norte Energia SA2000,Pequena,
484,PALF7<XBSP>,Paul F Luz,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2413585.0,198096.0,185813.0,84775.0,0.0,5353101.0,4264526.0,6258731.0,517871.0,0.84336911867,230322.0,131378.0,6308.0,2000,Paul F Luz2000,Pequena,0.0
485,23230 ON<BraNa>,Raizen Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Raizen Energia SA2000,Pequena,
486,REDE3<XBSP>,Rede Energia,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1382462.0,244931.0,95413.0,-95390.0,288013.0,3657325.0,450620.0,4090714.0,2225469.0,-46900411953.0,-203726.0,30223.0,34371.0,2000,Rede Energia2000,Pequena,0.07040653538722091
487,RNEW4<XBSP>,Renova,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Renova2000,Pequena,
488,25720 ON<BraNa>,Rio Alto Energias Renováveis S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Rio Alto Energias Renováveis S/A2000,Pequena,
489,25623 ON<BraNa>,Rio Parana Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Rio Parana Energia S/A2000,Pequena,
490,23388 ON<BraNa>,Santo Antonio Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Santo Antonio Energia SA2000,Pequena,
491,STKF3<XBSP>,Statkraft,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Statkraft2000,Pequena,
492,TAEE11<XBSP>,Taesa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Taesa2000,Pequena,
493,23329 ON<BraNa>,Termeletrica Pernambuco 3 SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Termeletrica Pernambuco 3 SA2000,Pequena,
494,19852 ON<BraNa>,Termopernambuco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Termopernambuco S/A2000,Pequena,
495,TRPL4<XBSP>,Tran Paulist,ATIVO,2000-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",339493.0,14729.0,25114.0,34052.0,8264.0,1709329.0,1695904.0,1970411.0,39905.0,17751174139.0,160746.0,24914.0,24442.0,2000,Tran Paulist2000,Pequena,0.00419404885579709
496,24945 ON<BraNa>,Usina Termelétrica Pampa Sul S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Usina Termelétrica Pampa Sul S/A2000,Pequena,
497,24767 ON<BraNa>,Ventos do Sul Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,Ventos do Sul Energia SA2000,Pequena,
498,25224 ON<BraNa>,2w Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,2w Energia S/A2001,Pequena,
499,AESB3<XBSP>,AES Brasil,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,2881859.0,-4267915.0,0.0,158243875.0,36956185.0,158627202.0,121667302.0,-39219352878.0,-48964879.0,21355.0,0.0,2001,AES Brasil2001,Grande,0.0
500,AESL3<XBSP>,AES Sul,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1325320.0,565329.0,511434.0,48042.0,69642.0,2360962.0,460287.0,2926857.0,1797667.0,0.62999255973,-84800.0,570640.0,436.0,2001,AES Sul2001,Pequena,0.02379412455066988
501,18970 ON<BraNa>,AES Tietê Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,AES Tietê Energia S/A2001,Pequena,
502,ALUP11<XBSP>,Alupar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Alupar2001,Pequena,
503,CBEE3<XBSP>,Ampla Energ,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1392067.0,750808.0,119222.0,-48190.0,257050.0,2590851.0,186932.0,3545988.0,584552.0,-52148997206.0,-724044.0,19661.0,922.0,2001,Ampla Energ2001,Pequena,0.0724903750379302
504,24210 ON<BraNa>,Argo Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Argo Transmissão de Energia S/A2001,Pequena,
505,EBEN4<XBSP>,Bandeirante Energ,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2521721.0,217090.0,-10506.0,45321.0,152828.0,1408044.0,454520.0,1898500.0,556932.0,-32253049198.0,-259814.0,208400.0,7737.0,2001,Bandeirante Energ2001,Pequena,0.08049934158546221
506,23930 ON<BraNa>,Brasiliana Participações S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Brasiliana Participações S/A2001,Pequena,
507,22683 ON<BraNa>,Cachoeira Paulista Trans de Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Cachoeira Paulista Trans de Energia SA2001,Pequena,
508,CEBR3<XBSP>,Ceb,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",648532.0,648532.0,81746.0,42196.0,190481.0,771557.0,493813.0,1102281.0,99917.0,15901473039.0,-42495.0,18110.0,5179.0,2001,Ceb2001,Pequena,0.1728062082173239
509,EEEL3<XBSP>,Ceee-Gt,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1017558.0,357314.0,21607.0,-72731.0,0.0,2724618.0,636597.0,3237610.0,848374.0,-17119261742.0,54447.0,75414.0,8738.0,2001,Ceee-Gt2001,Pequena,0.0
510,24597 ON<BraNa>,Celeo Redes Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Celeo Redes Transmissão de Energia S/A2001,Pequena,
511,CLSC4<XBSP>,Celesc,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1442001.0,112368.0,118489.0,45316.0,106670.0,2280738.0,1059400.0,2904303.0,245866.0,14401541004.0,-204674.0,182042.0,10363.0,2001,Celesc2001,Pequena,0.03672826147960457
512,25577 ON<BraNa>,Celg Distribuição S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Celg Distribuição S/A2001,Pequena,
513,CEPE5<XBSP>,Celpe,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1002675.0,1002675.0,200621.0,135627.0,359191.0,1822175.0,1081177.0,2160807.0,531695.0,15907086676.0,-342094.0,132942.0,5605.0,2001,Celpe2001,Pequena,0.1662300242455712
514,CMIG4<XBSP>,Cemig,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",4589771.0,4589771.0,847373.0,477929.0,575748.0,11075550.0,6902056.0,13215471.0,2381923.0,16009492878.0,-85576.0,513563.0,11599.0,2001,Cemig2001,Grande,0.0435662111475255
515,20303 ON<BraNa>,Cemig Distribuição SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Cemig Distribuição SA2001,Pequena,
516,20320 ON<BraNa>,Cemig Geração e Transm SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Cemig Geração e Transm SA2001,Pequena,
517,CESP6<XBSP>,Cesp,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2113349.0,614773.0,-632641.0,-813319.0,615056.0,18986116.0,9896373.0,20381567.0,8239066.0,77887694714.0,-1672541.0,154018.0,8862.0,2001,Cesp2001,Grande,0.03017707127229226
518,03328 ON<BraNa>,Cia Hidro Eletrica Sao Francisco,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2960343.0,989411.0,437959.0,-103683.0,0.0,16067076.0,9757479.0,18446399.0,380316.0,-0.4732462281,-683294.0,88969.0,49760.0,2001,Cia Hidro Eletrica Sao Francisco2001,Grande,0.0
519,CEEB3<XBSP>,Coelba,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1516697.0,378509.0,484667.0,238791.0,290676.0,3080719.0,1608425.0,3575691.0,641562.0,114120471.0,-164301.0,90953.0,3582.0,2001,Coelba2001,Pequena,0.08129225931435351
520,COCE5<XBSP>,Coelce,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",899522.0,899522.0,174526.0,115581.0,0.0,1975078.0,1203692.0,2344499.0,438562.0,15274736706.0,-356216.0,27688.0,3349.0,2001,Coelce2001,Pequena,0.0
521,02442 ON<BraNa>,Companhia Energética Jaguara,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Companhia Energética Jaguara2001,Pequena,
522,24430 ON<BraNa>,Companhia Energética Miranda,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Companhia Energética Miranda2001,Pequena,
523,24155 ON<BraNa>,Companhia Energética Sinop S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Companhia Energética Sinop S/A2001,Pequena,
524,CPLE6<XBSP>,Copel,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2261902.0,698646.0,719563.0,475310.0,394461.0,7911940.0,5045397.0,8731838.0,1444636.0,14982465651.0,23656.0,222398.0,18686.0,2001,Copel2001,Grande,0.045175025006189994
525,24740 ON<BraNa>,Copel Geração e Transmissão S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Copel Geração e Transmissão S/A2001,Pequena,
526,CSRN3<XBSP>,Cosern,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",475270.0,475270.0,132172.0,102932.0,107903.0,825024.0,470053.0,1062168.0,349245.0,21263903613.0,-56019.0,57590.0,1129.0,2001,Cosern2001,Pequena,0.10158750781420642
527,CPFE3<XBSP>,CPFL Energia,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1071617.0,1071617.0,139998.0,-232870.0,262004.0,2072454.0,-548570.0,2457355.0,2395440.0,97232890877.0,-987046.0,113766.0,2632.0,2001,CPFL Energia2001,Pequena,0.10662032958200993
528,CPFG3<XBSP>,CPFL Geracao,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",244655.0,162859.0,156397.0,97656.0,460228.0,1705063.0,740853.0,1904609.0,796824.0,23493927304.0,246651.0,391.0,119.0,2001,CPFL Geracao2001,Pequena,0.24163909757855812
529,CPFP4<XBSP>,CPFL Piratininga,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",577871.0,169366.0,22373.0,56905.0,0.0,1015082.0,214886.0,1445968.0,568542.0,0.0,-615470.0,95675.0,2048.0,2001,CPFL Piratininga2001,Pequena,0.0
530,CPRE3<XBSP>,CPFL Renovav,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,CPFL Renovav2001,Pequena,
531,DNEN3B<XBSP>,Dinamica Ene,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Dinamica Ene2001,Pequena,
532,EKTR4<XBSP>,Elektro,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1572039.0,275015.0,265399.0,25416.0,108345.0,2799799.0,648172.0,3215074.0,222771.0,0.52819871274,16680.0,282441.0,2161.0,2001,Elektro2001,Pequena,0.03369906882392132
533,ELET3<XBSP>,Eletrobras,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",17779180.0,17779180.0,6289694.0,3251336.0,2939667.0,94023750.0,64285524.0,104844532.0,20007204.0,11983156574.0,-13692.0,0.0,276527.0,2001,Eletrobras2001,Grande,0.028038343477941225
534,LIPR3<XBSP>,Eletropar,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",473.0,473.0,1475.0,-4552.0,40.0,77608.0,52068.0,104224.0,12313.0,-61774192028.0,-24727.0,548.0,0.0,2001,Eletropar2001,Pequena,0.00038378876266502914
535,ELPL3<XBSP>,Eletropaulo,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",5887944.0,1321457.0,1420641.0,567382.0,301998.0,8946172.0,2969123.0,11475694.0,2828803.0,1955244628.0,-1503281.0,157485.0,30241.0,2001,Eletropaulo2001,Grande,0.026316316904232546
536,EMAE4<XBSP>,Emae,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",479093.0,479093.0,22315.0,17498.0,33601.0,964130.0,861598.0,1130128.0,0.0,17984262165.0,100185.0,9085.0,6555.0,2001,Emae2001,Pequena,0.029732030354083786
537,ENBR3<XBSP>,Energias BR,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Energias BR2001,Pequena,
538,ENGI11<XBSP>,Energisa,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",647274.0,69434.0,49892.0,-7355.0,122593.0,1819687.0,728192.0,2128372.0,660558.0,-14052267895.0,-305054.0,29665.0,4377.0,2001,Energisa2001,Pequena,0.05759942340906571
539,ENMT3<XBSP>,Energisa Mt,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",654137.0,113458.0,107085.0,5830.0,114862.0,1365094.0,567543.0,1675329.0,382036.0,0.1745480487,-163924.0,22881.0,9594.0,2001,Energisa Mt2001,Pequena,0.06856086177700021
540,21938 ON<BraNa>,Energisa Paraiba Dist e Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Energisa Paraiba Dist e Energia S/A2001,Pequena,
541,18996 ON<BraNa>,Energisa Sergipe Dist de Energia S/A,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",274558.0,83984.0,44689.0,-6496.0,0.0,1270297.0,687638.0,1334426.0,508031.0,-0.35876987085,-206007.0,8734.0,1759.0,2001,Energisa Sergipe Dist de Energia S/A2001,Pequena,0.0
542,24864 ON<BraNa>,Energisa Sul Sudeste Distr de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Energisa Sul Sudeste Distr de Energia S/A2001,Pequena,
543,24589 ON<BraNa>,Energisa Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Energisa Transmissão de Energia S/A2001,Pequena,
544,ENER6<XBSP>,Enersul,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",483682.0,120889.0,118679.0,46970.0,102395.0,1097154.0,519927.0,1189702.0,424585.0,11688657878.0,-120792.0,23556.0,2441.0,2001,Enersul2001,Pequena,0.0860677715932225
545,ENEV3<XBSP>,Eneva,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Eneva2001,Pequena,
546,EGIE3<XBSP>,Engie Brasil,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2083568.0,1221688.0,1140244.0,582274.0,425576.0,5466266.0,2943820.0,6223552.0,2061179.0,13539665632.0,212998.0,22506.0,6487.0,2001,Engie Brasil2001,Pequena,0.06838152874757052
547,EQMA3B<XBSP>,Eqtl Maranhao,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",344240.0,344240.0,-20656.0,-214056.0,0.0,754489.0,27294.0,876783.0,525051.0,45314877586.0,-74169.0,10249.0,8175.0,2001,Eqtl Maranhao2001,Pequena,0.0
548,EQPA3<XBSP>,Eqtl Para,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",813369.0,131254.0,126337.0,18909.0,100943.0,1575159.0,888020.0,1915066.0,400788.0,0.35427696669,-87842.0,42494.0,13984.0,2001,Eqtl Para2001,Pequena,0.052709932712501815
549,EQTL3<XBSP>,Equatorial,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Equatorial2001,Pequena,
550,24457 ON<BraNa>,Equatorial Transmissora 7 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Equatorial Transmissora 7 Spe S/A2001,Pequena,
551,24481 ON<BraNa>,Equatorial Transmissora 8 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Equatorial Transmissora 8 Spe S/A2001,Pequena,
552,ESCE3<XBSP>,Escelsa,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",867796.0,121768.0,139079.0,-26136.0,86386.0,2278074.0,731403.0,2566612.0,1203914.0,-0.57204543043,252312.0,111627.0,4478.0,2001,Escelsa2001,Pequena,0.03365759998005152
553,FLCL3<XBSP>,F Cataguazes,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",194445.0,50739.0,50190.0,-252.0,20802.0,955829.0,402205.0,992050.0,386770.0,-0.012883246741,-102510.0,5086.0,818.0,2001,F Cataguazes2001,Pequena,0.020968701174335972
554,22977 ON<BraNa>,Ferreira Gomes Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Ferreira Gomes Energia SA2001,Pequena,
555,POWE3<XBSP>,Focus ON,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Focus ON2001,Pequena,
556,GEPA4<XBSP>,Ger Paranap,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",619438.0,203696.0,202847.0,22449.0,31344.0,3419160.0,2299152.0,3850696.0,958621.0,0.18472842004,-233985.0,11842.0,577.0,2001,Ger Paranap2001,Pequena,0.008139827189682073
557,18589 ON<BraNa>,Investco S/A,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",4544.0,4544.0,2067.0,-4462.0,0.0,1242515.0,641781.0,1285387.0,596940.0,-43235067066.0,-189366.0,436.0,0.0,2001,Investco S/A2001,Pequena,0.0
558,19364 ON<BraNa>,Itapebi Geração de Energia S/A,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,223244.0,401560.0,150000.0,415183.0,252217.0,0.0,-89303.0,0.0,0.0,2001,Itapebi Geração de Energia S/A2001,Pequena,0.5377002430253647
559,23000 ON<BraNa>,Light Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Light Energia S/A2001,Pequena,
560,LIGT3<XBSP>,Light S/A,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",8576982.0,1395924.0,1353212.0,-951460.0,892414.0,6168193.0,-86480.0,7973389.0,4943206.0,48648486255.0,-1289072.0,1102667.0,23729.0,2001,Light S/A2001,Grande,0.11192405136636378
561,08036 ON<BraNa>,Light Serv de Eletr S/A,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3829049.0,581326.0,842870.0,-951460.0,0.0,7037052.0,-86480.0,8765520.0,5800767.0,70963391067.0,-646295.0,583449.0,18523.0,2001,Light Serv de Eletr S/A2001,Grande,0.0
562,23680 ON<BraNa>,Linhas de Macapá Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Linhas de Macapá Trans de Energia S/A2001,Pequena,
563,23671 ON<BraNa>,Linhas de Xingu Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Linhas de Xingu Trans de Energia S/A2001,Pequena,
