,Ativo,Nome,Situação|CVM,Data do Bal,Setor NAICS|ult disponiv,Receita| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Bruto| Em moeda orig| em milhares| no exercício| consolid:sim*,EBIT| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Liquido| Em moeda orig| em milhares| no exercício| consolid:sim*,Capex| Em moeda orig| em milhares| de 12 meses| consolid:sim*,Invest Cap $| Em moeda orig| em milhares| consolid:sim*,Patrim Liq| Em moeda orig| em milhares| consolid:sim*,Ativo Tot| Em moeda orig| em milhares| consolid:sim*,Div Tt Bruta| Em moeda orig| em milhares| consolid:sim*,AlaFin| de 12 meses| consolid:sim*,CapGir| Em moeda orig| em milhares| consolid:sim*,RecFin| Em moeda orig| em milhares| no exercício| consolid:sim*,Estoques| Em moeda orig| em milhares| consolid:sim*,Ano,Nome_Ano,Tamanho,Capex%Ativo
99,CMIG4<XBSP>,Cemig,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1917144.0,1917144.0,208942.0,210982.0,597952.0,11289985.0,8753034.0,12289949.0,1031745.0,27200512536.0,-284713.0,242263.0,54602.0,1996,Cemig1996,Grande,0.04865374136214886
100,20303 ON<BraNa>,Cemig Distribuição SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Cemig Distribuição SA1996,Pequena,
101,20320 ON<BraNa>,Cemig Geração e Transm SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Cemig Geração e Transm SA1996,Pequena,
102,CESP6<XBSP>,Cesp,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3289688.0,702052.0,316967.0,-513933.0,687327.0,19935851.0,12706246.0,24703350.0,6344087.0,-3152325447.0,-5334877.0,131485.0,26670.0,1996,Cesp1996,Grande,0.027823230452549957
103,03328 ON<BraNa>,Cia Hidro Eletrica Sao Francisco,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Cia Hidro Eletrica Sao Francisco1996,Pequena,
104,CEEB3<XBSP>,Coelba,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",644199.0,644199.0,-226217.0,-250605.0,58973.0,1445975.0,872872.0,1639377.0,221746.0,20806199978.0,126934.0,57070.0,4358.0,1996,Coelba1996,Pequena,0.03597281162295189
105,COCE5<XBSP>,Coelce,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",375037.0,375037.0,13614.0,4754.0,63392.0,644742.0,403569.0,739566.0,129848.0,11216697579.0,-13990.0,15021.0,3320.0,1996,Coelce1996,Pequena,0.08571513563360132
106,02442 ON<BraNa>,Companhia Energética Jaguara,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Companhia Energética Jaguara1996,Pequena,
107,24430 ON<BraNa>,Companhia Energética Miranda,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Companhia Energética Miranda1996,Pequena,
108,24155 ON<BraNa>,Companhia Energética Sinop S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Companhia Energética Sinop S/A1996,Pequena,
109,CPLE6<XBSP>,Copel,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1074816.0,242513.0,217492.0,193948.0,464600.0,5764292.0,4056422.0,6239018.0,679576.0,18758987612.0,-223511.0,136200.0,10714.0,1996,Copel1996,Pequena,0.07446684718652839
110,24740 ON<BraNa>,Copel Geração e Transmissão S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Copel Geração e Transmissão S/A1996,Pequena,
111,CSRN3<XBSP>,Cosern,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Cosern1996,Pequena,
112,CPFE3<XBSP>,CPFL Energia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,CPFL Energia1996,Pequena,
113,CPFG3<XBSP>,CPFL Geracao,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,CPFL Geracao1996,Pequena,
114,CPFP4<XBSP>,CPFL Piratininga,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,CPFL Piratininga1996,Pequena,
115,CPRE3<XBSP>,CPFL Renovav,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,CPFL Renovav1996,Pequena,
116,DNEN3B<XBSP>,Dinamica Ene,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Dinamica Ene1996,Pequena,
117,EKTR4<XBSP>,Elektro,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Elektro1996,Pequena,
118,ELET3<XBSP>,Eletrobras,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",7664468.0,7664468.0,3231168.0,2393485.0,1616159.0,87091914.0,59644584.0,92382172.0,15996546.0,10401778363.0,5038998.0,0.0,79829.0,1996,Eletrobras1996,Grande,0.01749427367869203
119,LIPR3<XBSP>,Eletropar,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,222618.0,198300.0,0.0,2427241.0,2441752.0,2494252.0,0.0,10215009551.0,542379.0,0.0,0.0,1996,Eletropar1996,Pequena,0.0
120,ELPL3<XBSP>,Eletropaulo,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Eletropaulo1996,Pequena,
121,EMAE4<XBSP>,Emae,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Emae1996,Pequena,
122,ENBR3<XBSP>,Energias BR,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energias BR1996,Pequena,
123,ENGI11<XBSP>,Energisa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energisa1996,Pequena,
124,ENMT3<XBSP>,Energisa Mt,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",217741.0,-21602.0,-138102.0,-277387.0,28939.0,551229.0,19356.0,855559.0,102992.0,88781092765.0,-193594.0,60899.0,5973.0,1996,Energisa Mt1996,Pequena,0.03382466901756629
125,21938 ON<BraNa>,Energisa Paraiba Dist e Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energisa Paraiba Dist e Energia S/A1996,Pequena,
126,18996 ON<BraNa>,Energisa Sergipe Dist de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energisa Sergipe Dist de Energia S/A1996,Pequena,
127,24864 ON<BraNa>,Energisa Sul Sudeste Distr de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energisa Sul Sudeste Distr de Energia S/A1996,Pequena,
128,24589 ON<BraNa>,Energisa Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Energisa Transmissão de Energia S/A1996,Pequena,
129,ENER6<XBSP>,Enersul,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",173916.0,173916.0,-103073.0,-114354.0,26692.0,887835.0,424128.0,1002066.0,350593.0,26212342022.0,-11256.0,9972.0,3772.0,1996,Enersul1996,Pequena,0.026636968024062287
130,ENEV3<XBSP>,Eneva,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Eneva1996,Pequena,
131,EGIE3<XBSP>,Engie Brasil,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Engie Brasil1996,Pequena,
132,EQMA3B<XBSP>,Eqtl Maranhao,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Eqtl Maranhao1996,Pequena,
133,EQPA3<XBSP>,Eqtl Para,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Eqtl Para1996,Pequena,
134,EQTL3<XBSP>,Equatorial,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Equatorial1996,Pequena,
135,24457 ON<BraNa>,Equatorial Transmissora 7 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Equatorial Transmissora 7 Spe S/A1996,Pequena,
136,24481 ON<BraNa>,Equatorial Transmissora 8 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Equatorial Transmissora 8 Spe S/A1996,Pequena,
137,ESCE3<XBSP>,Escelsa,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",334742.0,54525.0,55950.0,80188.0,62581.0,879548.0,791725.0,988193.0,1603.0,4987879905.0,175089.0,60465.0,2225.0,1996,Escelsa1996,Pequena,0.06332872222329039
138,FLCL3<XBSP>,F Cataguazes,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",62317.0,20279.0,17072.0,10659.0,-8350.0,152871.0,118683.0,194434.0,20282.0,12883464825.0,26135.0,4762.0,431.0,1996,F Cataguazes1996,Pequena,-0.04294516391166154
139,22977 ON<BraNa>,Ferreira Gomes Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Ferreira Gomes Energia SA1996,Pequena,
140,POWE3<XBSP>,Focus ON,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Focus ON1996,Pequena,
141,GEPA4<XBSP>,Ger Paranap,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Ger Paranap1996,Pequena,
142,18589 ON<BraNa>,Investco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Investco S/A1996,Pequena,
143,19364 ON<BraNa>,Itapebi Geração de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Itapebi Geração de Energia S/A1996,Pequena,
144,23000 ON<BraNa>,Light Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Light Energia S/A1996,Pequena,
145,LIGT3<XBSP>,Light S/A,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1580208.0,170004.0,135545.0,173293.0,143313.0,2765628.0,2325488.0,3345909.0,299080.0,20457984741.0,2796.0,114360.0,12175.0,1996,Light S/A1996,Pequena,0.04283230655705221
146,08036 ON<BraNa>,Light Serv de Eletr S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Light Serv de Eletr S/A1996,Pequena,
147,23680 ON<BraNa>,Linhas de Macapá Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Linhas de Macapá Trans de Energia S/A1996,Pequena,
148,23671 ON<BraNa>,Linhas de Xingu Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Linhas de Xingu Trans de Energia S/A1996,Pequena,
149,NEOE3<XBSP>,Neoenergia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Neoenergia1996,Pequena,
150,24988 ON<BraNa>,Norte Brasil Transm de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Norte Brasil Transm de Energia S/A1996,Pequena,
151,25097 ON<BraNa>,Norte Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Norte Energia SA1996,Pequena,
152,PALF7<XBSP>,Paul F Luz,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1282478.0,176057.0,151910.0,118987.0,124209.0,2209730.0,1751689.0,2532866.0,195087.0,14941123001.0,-52042.0,42048.0,6463.0,1996,Paul F Luz1996,Pequena,0.04903891481033738
153,23230 ON<BraNa>,Raizen Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Raizen Energia SA1996,Pequena,
154,REDE3<XBSP>,Rede Energia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Rede Energia1996,Pequena,
155,RNEW4<XBSP>,Renova,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Renova1996,Pequena,
156,25720 ON<BraNa>,Rio Alto Energias Renováveis S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Rio Alto Energias Renováveis S/A1996,Pequena,
157,25623 ON<BraNa>,Rio Parana Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Rio Parana Energia S/A1996,Pequena,
158,23388 ON<BraNa>,Santo Antonio Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Santo Antonio Energia SA1996,Pequena,
159,STKF3<XBSP>,Statkraft,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Statkraft1996,Pequena,
160,TAEE11<XBSP>,Taesa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Taesa1996,Pequena,
161,23329 ON<BraNa>,Termeletrica Pernambuco 3 SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Termeletrica Pernambuco 3 SA1996,Pequena,
162,19852 ON<BraNa>,Termopernambuco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Termopernambuco S/A1996,Pequena,
163,TRPL4<XBSP>,Tran Paulist,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Tran Paulist1996,Pequena,
164,24945 ON<BraNa>,Usina Termelétrica Pampa Sul S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Usina Termelétrica Pampa Sul S/A1996,Pequena,
165,24767 ON<BraNa>,Ventos do Sul Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Ventos do Sul Energia SA1996,Pequena,
166,25224 ON<BraNa>,2w Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,2w Energia S/A1997,Pequena,
167,AESB3<XBSP>,AES Brasil,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,AES Brasil1997,Pequena,
168,AESL3<XBSP>,AES Sul,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",226533.0,102087.0,-111937.0,-75238.0,0.0,639246.0,461722.0,775702.0,28618.0,16884124957.0,22975.0,1052.0,1397.0,1997,AES Sul1997,Pequena,0.0
169,18970 ON<BraNa>,AES Tietê Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,AES Tietê Energia S/A1997,Pequena,
170,ALUP11<XBSP>,Alupar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Alupar1997,Pequena,
171,CBEE3<XBSP>,Ampla Energ,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",598033.0,307717.0,81100.0,28285.0,110066.0,864237.0,255065.0,999583.0,321175.0,13362634166.0,-84846.0,8831.0,6734.0,1997,Ampla Energ1997,Pequena,0.11011191666925108
172,24210 ON<BraNa>,Argo Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Argo Transmissão de Energia S/A1997,Pequena,
173,EBEN4<XBSP>,Bandeirante Energ,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Bandeirante Energ1997,Pequena,
174,23930 ON<BraNa>,Brasiliana Participações S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Brasiliana Participações S/A1997,Pequena,
175,22683 ON<BraNa>,Cachoeira Paulista Trans de Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Cachoeira Paulista Trans de Energia SA1997,Pequena,
176,CEBR3<XBSP>,Ceb,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",315896.0,315896.0,49944.0,27670.0,43383.0,460209.0,381072.0,546726.0,24700.0,13205034208.0,22544.0,2975.0,2423.0,1997,Ceb1997,Pequena,0.07935053390546636
177,EEEL3<XBSP>,Ceee-Gt,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1061349.0,434763.0,80872.0,12620.0,83123.0,3742783.0,1420066.0,4266164.0,887951.0,0.23712235634,946401.0,125758.0,14376.0,1997,Ceee-Gt1997,Pequena,0.019484248613039722
178,24597 ON<BraNa>,Celeo Redes Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Celeo Redes Transmissão de Energia S/A1997,Pequena,
179,CLSC4<XBSP>,Celesc,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",787548.0,416479.0,19960.0,42908.0,138619.0,1816277.0,1497361.0,2063955.0,95743.0,-13405298068.0,61022.0,80818.0,10629.0,1997,Celesc1997,Pequena,0.06716183250119309
180,25577 ON<BraNa>,Celg Distribuição S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Celg Distribuição S/A1997,Pequena,
181,CEPE5<XBSP>,Celpe,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",547320.0,547320.0,30008.0,56648.0,42548.0,862293.0,712174.0,1016049.0,62447.0,24446878112.0,108716.0,33884.0,6901.0,1997,Celpe1997,Pequena,0.04187593314889341
182,CMIG4<XBSP>,Cemig,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2200086.0,2200086.0,382727.0,310112.0,647419.0,9832524.0,7951358.0,11209277.0,1077957.0,14997514362.0,-507691.0,200716.0,44210.0,1997,Cemig1997,Grande,0.057757427173938156
183,20303 ON<BraNa>,Cemig Distribuição SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Cemig Distribuição SA1997,Pequena,
184,20320 ON<BraNa>,Cemig Geração e Transm SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Cemig Geração e Transm SA1997,Pequena,
185,CESP6<XBSP>,Cesp,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3829234.0,590133.0,2484532.0,1251513.0,735250.0,20668975.0,14358732.0,26724487.0,6024933.0,10634539892.0,-4230651.0,132874.0,15179.0,1997,Cesp1997,Grande,0.027512221282301883
186,03328 ON<BraNa>,Cia Hidro Eletrica Sao Francisco,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1281880.0,468570.0,114367.0,-242657.0,0.0,16472380.0,10711102.0,17039397.0,1482123.0,-18158683499.0,-422691.0,37081.0,36615.0,1997,Cia Hidro Eletrica Sao Francisco1997,Grande,0.0
187,CEEB3<XBSP>,Coelba,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",734523.0,734523.0,92514.0,89669.0,509503.0,1750463.0,1062023.0,2091639.0,599397.0,19089197723.0,-3902.0,32457.0,6030.0,1997,Coelba1997,Pequena,0.24359031362486547
188,COCE5<XBSP>,Coelce,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",447316.0,447316.0,7024.0,22229.0,65048.0,685183.0,439544.0,861902.0,128135.0,11462908199.0,-41171.0,10977.0,8745.0,1997,Coelce1997,Pequena,0.07547029708713984
189,02442 ON<BraNa>,Companhia Energética Jaguara,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Companhia Energética Jaguara1997,Pequena,
190,24430 ON<BraNa>,Companhia Energética Miranda,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Companhia Energética Miranda1997,Pequena,
191,24155 ON<BraNa>,Companhia Energética Sinop S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Companhia Energética Sinop S/A1997,Pequena,
192,CPLE6<XBSP>,Copel,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1219387.0,328967.0,306051.0,302568.0,577848.0,6453444.0,4860444.0,7436183.0,1119837.0,22145865327.0,428826.0,215252.0,5449.0,1997,Copel1997,Grande,0.07770760886331066
193,24740 ON<BraNa>,Copel Geração e Transmissão S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,Copel Geração e Transmissão S/A1997,Pequena,
194,CSRN3<XBSP>,Cosern,ATIVO,1997-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",196832.0,196832.0,-56560.0,-93039.0,0.0,222838.0,85960.0,340980.0,73957.0,65251144368.0,-41362.0,4236.0,4155.0,1997,Cosern1997,Pequena,0.0
195,CPFE3<XBSP>,CPFL Energia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,CPFL Energia1997,Pequena,
196,CPFG3<XBSP>,CPFL Geracao,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,CPFL Geracao1997,Pequena,
